Player,Country,CareerBatImpact,CareerBowlImpact,MatchesPlayed,TotalImpact,BatImpactperGame,BatImpactperGame_Z,BowlImpactperGame,BowlImpactperGame_Z,TotalImpactperGame,TotalImpactperGame_Z
CR Woakes ,ENG,16.14742063,86.15,33,102.2974206,0.489315777,-0.174891336,2.610606061,0.73441705,3.099921837,0.559525714
RA Jadeja ,IND,61.19428426,155.072514,70,216.2667983,0.874204061,0.049757681,2.215321629,0.519580104,3.08952569,0.569337785
Gulbadin Naib ,AFG,96.57608709,68.91785714,54,165.4939442,1.788446057,0.58337633,1.276256614,0.009198606,3.064702671,0.592574936
AD Russell ,WI,176.3035041,74.61937809,82,250.9228822,2.150042733,0.794430657,0.909992416,-0.189865854,3.060035149,0.604564803
RP Burl ,ZIM,113.931389,76.60833333,63,190.5397223,1.808434746,0.595043194,1.216005291,-0.023547966,3.024440037,0.571495227
Saim Ayub ,PAK,89.14835963,40.55833333,43,129.706693,2.073217666,0.749589916,0.943217054,-0.171808275,3.01643472,0.577781641
JDP Oram ,NZL,59.66487253,40.675,34,100.3398725,1.754849192,0.563766736,1.196323529,-0.034244997,2.951172721,0.52952174
JEC Franklin ,NZL,52.34504431,56.60714286,37,108.9521872,1.414730927,0.365248784,1.52992278,0.147066076,2.944653707,0.51231486
CJ Anderson ,NZL,59.32378596,28.33333333,30,87.6571193,1.977459532,0.693698449,0.944444444,-0.171141189,2.921903977,0.522557261
YK Pathan ,IND,31.24076036,31.9122549,22,63.15301526,1.420034562,0.368344374,1.450557041,0.103930826,2.870591603,0.4722752
I Udana ,SL,26.47197205,73.56235994,35,100.034332,0.756342059,-0.019035223,2.101781713,0.4578712,2.858123771,0.438835977
TT Bresnan ,ENG,22.8283703,70.00085639,33,92.82922669,0.691768797,-0.056724913,2.121238072,0.468445725,2.813006869,0.411720812
FA Allen ,WI,33.49151518,75.66060606,39,109.1521212,0.8587568,0.040741527,1.94001554,0.369951344,2.79877234,0.410692871
NLTC Perera ,SL,157.0916586,63.59626623,79,220.6879249,1.988502008,0.700143648,0.805016028,-0.246920483,2.793518036,0.453223165
SPD Smith ,AUS,133.9136595,52.59166667,67,186.5053262,1.998711336,0.70610256,0.784950249,-0.257826227,2.783661585,0.448276334
BMAJ Mendis ,SL,20.71004481,40.425,22,61.13504481,0.941365673,0.088958121,1.8375,0.314234185,2.778865673,0.403192306
Mahmudullah ,BAN,247.0139234,93.84166667,124,340.8555901,1.992047769,0.702213214,0.756787634,-0.273132597,2.748835404,0.429080617
OF Smith ,WI,26.76642157,44.66666667,26,71.43308824,1.029477753,0.14038679,1.717948718,0.249258106,2.747426471,0.389644896
PD Collingwood ,ENG,63.27239459,25.6,34,88.87239459,1.860952782,0.625696569,0.752941176,-0.275223146,2.613893958,0.350473423
CR Brathwaite ,WI,32.11790567,72.17005495,40,104.2879606,0.802947642,0.008167211,1.804251374,0.296163568,2.607199015,0.304330779
Mosaddek Hossain ,BAN,22.50812672,53.10151515,30,75.60964187,0.750270891,-0.022578802,1.770050505,0.277575408,2.520321396,0.254996606
CJ Chibhabha ,ZIM,54.01918057,29.99848485,34,84.01766542,1.588799428,0.466847922,0.882308378,-0.204912118,2.471107806,0.261935803
Mashrafe Mortaza ,BAN,35.29740672,76.53405797,47,111.8314647,0.751008654,-0.02214819,1.628384212,0.200579829,2.379392866,0.17843164
JDS Neesham ,NZL,108.2833248,65.44404762,76,173.7273724,1.42478059,0.371114504,0.86110589,-0.216435663,2.285886479,0.154678841
LJ Wright ,ENG,63.75662327,45.275,50,109.0316233,1.275132465,0.283768888,0.9055,-0.19230748,2.180632465,0.091461408
GH Dockrell ,IRE,95.94354888,79.25085139,81,175.1944003,1.184488258,0.230862284,0.978405573,-0.152683328,2.16289383,0.078178956
Azmatullah Omarzai ,AFG,21.3769461,77.02004443,47,98.39699053,0.45482864,-0.195020557,1.63872435,0.20619969,2.09355299,0.011179133
KJ O'Brien ,IRE,59.71830177,39.875,50,99.59330177,1.194366035,0.236627679,0.7975,-0.251005441,1.991866035,-0.014377762
Fawad Alam ,PAK,16.58281675,18.58333333,22,35.16615009,0.753764398,-0.020539735,0.84469697,-0.225353905,1.598461368,-0.24589364
DT Christian ,AUS,12.75934066,17.74166667,23,30.50100733,0.554753942,-0.136696826,0.771376812,-0.265203385,1.326130753,-0.401900211
