Batsman1_T1,Batsman2_T1,Batsman3_T1,Batsman4_T1,Batsman5_T1,Batsman6_T1,Batsman7_T1,Batsman8_T1,Bowler1_T1,Bowler2_T1,Bowler3_T1,Bowler4_T1,Bowler5_T1,Bowler6_T1,Batsman1_T2,Batsman2_T2,Batsman3_T2,Batsman4_T2,Batsman5_T2,Batsman6_T2,Batsman7_T2,Batsman8_T2,Bowler1_T2,Bowler2_T2,Bowler3_T2,Bowler4_T2,Bowler5_T2,Bowler6_T2,Winner_Team1
3.291249452,3.134302531,3.015542404,2.846012109,2.665092701,1.880929306,1.004314748,-0.107181323,5.008026417,4.556683996,4.358101744,3.45323995,1.662572713,0.736302473,3.775517982,3.546096426,2.088256978,1.731395095,1.318603056,0.889080366,0.322137222,0.00780796,5.545164056,4.433755689,3.708958409,3.496959806,1.522318613,0.285684959,1
4.20446113,3.888019399,3.098178447,2.98504105,2.625687992,2.260628887,1.413693363,0.099196435,2.142861223,2.001282095,1.285124567,0.310813306,0.265175169,0.016045833,6.182206864,5.465979485,5.280059424,2.7735851,2.558161779,2.329786005,1.972008405,0.616679474,4.492083629,3.304029097,3.099803322,2.02997151,1.327771684,0.56250025,0
4.171996955,3.100281611,3.033309069,2.714925877,1.779916062,1.404678915,1.236751574,0.503768007,2.037253548,1.760513937,1.427152656,1.118666103,0.861820351,0,4.723970252,4.150115292,3.594578346,2.328913138,2.181553329,0.580876403,0.304192946,0.148167061,2.367088617,1.855511659,1.795233867,1.570891458,1.309994171,0.477502242,0
3.462249633,3.297148377,3.172217948,2.993879536,2.803560278,1.978654884,1.056494933,-0.112750036,4.649661151,4.230615972,4.046243905,3.206132377,1.543602032,0.683614006,3.971678823,3.730337439,2.196754474,1.821351472,1.387112406,0.935273432,0.413908577,0.254155639,4.202244279,3.54193929,3.382003874,1.507609878,0.298397095,0,1
5.308017927,4.90851884,3.911366101,3.768533211,3.314859741,2.85398254,1.784749456,0.125232803,1.365958529,1.275709466,0.819197643,0.19812673,0.169034877,0.010228354,7.804868173,6.90065057,6.665931546,3.50157582,3.229609732,2.941291523,2.489607025,0.778541078,2.86346119,2.106140462,1.975957538,1.293997422,0.846382881,0.358563591,0
3.424392161,2.843639919,2.489752488,2.228422262,1.394322659,1.152966197,1.01513075,0.484660323,2.798638454,2.285900767,1.814603451,1.558174763,1.342051656,0,3.8774541,3.406431603,2.950444606,1.911581427,1.790627893,0.476785727,0.162154839,0.003866769,3.686099074,3.312251223,2.809193908,2.446237757,2.039960931,0.743580346,0
2.569138019,2.375776145,1.893143447,1.824010786,1.604427925,1.381358381,0.863838017,0.084927735,3.779671669,3.529948255,2.266758511,1.358010647,0.513961879,0.415757758,3.777640512,3.339989423,3.22638288,1.694800524,1.563166,1.423616872,0.502429723,0.039080398,7.923332153,5.827789983,5.467567693,3.580551892,2.761419835,2.081761198,1
2.787363551,2.401910137,2.144709469,1.550502915,1.258194669,1.01914306,0.351080788,-0.048081591,7.263794801,6.558299854,5.525194645,4.797052805,3.390716146,0.203641443,2.540871457,1.912912331,1.413650134,0.791206887,0.577078142,0.333855094,0.230638225,0.098365363,6.39222421,4.481670325,4.280752794,3.961596111,2.984005514,0.361714527,0
3.424392161,2.843639919,2.489752488,2.228422262,1.54474265,1.369652233,1.161935549,0.768644132,2.798638454,2.475731789,2.222403524,1.742019313,0.779206811,0,3.8774541,3.406431603,2.950444606,1.911581427,1.790627893,0.476785727,0.162154839,-0.101625915,3.381256457,2.889456591,2.54816433,2.236190794,2.039960931,0.743580346,0
2.787363551,2.401910137,2.144709469,1.550502915,1.258194669,1.01914306,0.351080788,-0.048081591,7.263794801,6.558299854,5.525194645,4.797052805,3.390716146,0.203641443,2.540871457,1.912912331,1.413650134,0.791206887,0.577078142,0.333855094,0.230638225,0.098365363,6.450046975,4.481670325,4.280752794,3.961596111,2.984005514,0.361714527,1
3.456434676,2.767717608,2.686861436,2.393494263,2.110175139,1.391772488,0.629412463,0.121627828,2.520646415,2.421306193,2.288715108,1.451223632,0.849048121,0.304674593,5.41008438,4.783309728,4.620610026,2.427180092,2.238661919,2.038808981,0.719546285,0.055968336,5.284035371,3.886527513,3.646296852,2.387854312,1.841578745,1.388317389,0
2.787363551,2.401910137,2.144709469,1.550502915,1.258194669,1.01914306,0.351080788,-0.048081591,7.263794801,6.558299854,5.525194645,4.797052805,3.390716146,0.203641443,2.97107364,2.467200953,2.162796884,1.933425358,1.209743248,1.000337378,0.880748486,0.334571677,4.088547497,3.190619909,2.864141003,2.283601802,2.104726744,1.53740464,1
2.787363551,2.401910137,2.144709469,1.550502915,1.258194669,1.01914306,0.351080788,-0.048081591,7.263794801,6.558299854,5.525194645,4.797052805,3.390716146,0.203641443,2.97107364,2.467200953,1.988666083,1.260149217,1.067026537,0.990842047,0.745952719,0.173696681,4.088547497,3.190619909,2.864141003,2.24504186,1.72958022,0.80925962,1
2.787363551,2.401910137,2.144709469,1.550502915,1.258194669,1.01914306,0.594500791,0.263310591,6.694931101,5.683057349,3.767462384,0.727282672,0.229096623,0.174148974,2.97107364,2.467200953,2.162796884,1.933425358,1.209743248,1.000337378,0.880748486,0.173696681,4.088547497,3.190619909,2.864141003,2.24504186,1.72958022,0.80925962,0
10.1055527,8.93479383,5.529110432,4.533754857,4.181619807,3.808312432,2.688771554,0.325473863,0.517300057,0.442611964,0.369916838,0.230943323,0.152903736,0.132118311,4.709308149,4.435915073,3.711088024,3.380658735,2.978008521,2.676577992,0.665571131,0.115684484,0.302776859,0.275566994,0.244665891,0.233442709,0.217540534,0.046731297,1
6.595856851,5.831706869,3.608829918,2.959165017,2.729327774,2.485671431,1.754951243,0.212435586,3.363309065,2.87771248,2.320882128,1.501514952,0.994128095,0.858988333,3.073748001,2.895305353,2.48005439,2.354929714,2.118281708,1.822251695,0.896911603,0.325811861,1.968552178,1.791642888,1.581005327,1.508666218,0.341809878,0.257299207,1
5.407840461,4.781325774,2.958823529,2.42617338,2.237733398,2.037963352,1.438857233,0.174172633,6.550861869,5.605044493,4.520482043,2.924565318,1.936306091,1.673088559,2.520118187,2.373815834,2.033358027,1.930770251,1.736746231,1.494035827,0.735363876,0.042156085,3.83423383,3.489659989,3.137458938,2.938494147,0.665757815,0.501152744,1
2.751405437,2.090479561,1.208217835,0.816421101,0.636281108,0.343576957,0.244740666,-0.098841169,4.935844498,4.046448921,2.657475438,2.369582681,0.921122164,0.380572607,2.82135084,2.60900659,2.078993738,1.835348909,1.25351417,0.542967841,0.380307849,0.093265108,4.306767243,3.438379566,3.084672199,2.015043665,1.112566728,0.90165277,1
