Batsman1_T1,Batsman2_T1,Batsman3_T1,Batsman4_T1,Batsman5_T1,Batsman6_T1,Batsman7_T1,Batsman8_T1,Bowler1_T1,Bowler2_T1,Bowler3_T1,Bowler4_T1,Bowler5_T1,Bowler6_T1,Batsman1_T2,Batsman2_T2,Batsman3_T2,Batsman4_T2,Batsman5_T2,Batsman6_T2,Batsman7_T2,Batsman8_T2,Bowler1_T2,Bowler2_T2,Bowler3_T2,Bowler4_T2,Bowler5_T2,Bowler6_T2,Winner_Team1
3.606700862,3.319943167,2.944155082,2.425201217,1.661616162,1.402760839,1.029035788,0.041541731,5.102079113,4.822997961,3.76967059,3.50671332,2.008500227,1.244122065,2.941715369,2.762960316,1.775193563,1.275761427,0.745746828,0.531382797,0.444619903,0.287451868,4.334741419,3.215877764,3.082531421,2.243049329,1.725281822,0.22059157,0
2.520452507,2.102794982,1.70700039,1.457479795,1.266278359,0.651724645,0.267472173,0.187722378,7.169596016,5.391379559,4.963944381,4.641530882,2.087289749,1.756542843,2.618240497,2.056549803,1.498038458,1.23109772,1.025747873,0.883570847,0.329778991,0.15989014,6.151135831,3.560349125,1.990250564,1.323157168,0.714664213,0.556840993,0
1.615940801,1.375559464,1.267871743,0.86127311,0.728695647,0.61429528,0.371406245,0.0459686,4.005392045,3.896024018,3.519220924,3.085307465,1.615198035,0.613849101,2.656238089,2.086395778,1.519778957,1.248964203,1.040634187,0.896393796,0.334564956,0.162210569,5.536047227,3.204328671,1.791233589,1.190846825,0.643200694,0.501159155,0
2.520452507,2.102794982,1.70700039,1.457479795,1.266278359,0.300906194,0.260597594,0.187722378,7.169596016,5.391379559,4.963944381,4.641530882,2.087289749,1.756542843,1.590214092,1.35588203,1.249734787,1.183948259,0.814994461,0.67337965,0.419355629,0.274569948,4.450415525,4.328896043,3.910227827,3.428103938,3.039224042,1.59525012,1
3.606700862,3.319943167,2.944155082,2.425201217,1.661616162,1.263411582,0.432756824,0.03403328,4.923477085,3.877375464,3.652826375,2.526094637,2.021514714,1.785333535,2.941715369,2.762960316,1.775193563,1.275761427,0.745746828,0.531382797,0.444619903,0.287451868,4.334741419,3.215877764,3.082531421,1.84030061,1.004527177,0.22059157,1
2.557030936,2.133312097,1.731773479,1.47863168,1.284655406,0.305273139,0.264379554,0.190446726,6.45266553,4.852263497,4.467570101,4.177396643,1.87856925,1.580895692,2.656238089,2.086395778,1.519778957,1.248964203,1.040634187,0.896393796,0.334564956,0.075802847,5.536047227,4.699327507,3.115319541,1.719584246,1.116418898,0.57173395,1
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.212529351,4.023993252,3.783410556,2.296081699,1.583436304,1.355350635,0.765550983,3.058662431,2.551819562,2.071508172,1.768705691,1.692438197,1.440633441,0.316244828,0.227808056,6.147686695,4.622926077,4.256414832,2.765929678,1.789780538,1.104061693,1
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.690671953,0.283372468,0.025336332,4.023993252,3.783410556,2.296081699,1.583436304,1.355350635,0.765550983,3.058662431,2.551819562,2.071508172,1.768705691,1.53667567,0.355775432,0.303744075,-0.014708683,6.147686695,4.622926077,4.256414832,2.765929678,1.789780538,1.104061693,0
3.528257794,2.857808149,1.911826776,1.80401422,1.502074873,0.846922304,0.122094008,0.063753824,2.150724332,1.858570901,1.408423133,1.180973477,0.997269051,0.5568499,4.335127447,3.898346609,3.663554606,3.353283963,2.256409366,1.154365301,0.676970493,0.313316386,3.362541869,2.501339377,2.292034503,2.083943297,1.569695172,0.362553023,1
3.356773869,3.104254365,2.799485534,1.858720476,1.731853651,1.408195194,0.803706792,0.56461487,2.324760987,1.929996517,1.408423133,1.180973477,0.997269051,0,4.335127447,3.898346609,3.663554606,3.353283963,2.256409366,1.154365301,0.676970493,0.313316386,2.804949618,2.501339377,2.292034503,2.083943297,1.569695172,0.362553023,0
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.265206574,4.023993252,3.783410556,2.484726935,1.583436304,0.861244856,0.355833583,3.058662431,2.551819562,2.071508172,1.768705691,1.692438197,1.440633441,0.316244828,0.227808056,6.147686695,4.622926077,4.256414832,3.979956135,1.789780538,1.104061693,0
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.212529351,4.023993252,3.783410556,2.296081699,1.583436304,0.861244856,0.401573579,2.592324634,2.114664592,1.819240139,1.762956455,1.53667567,0.574167325,0.316244828,0.227808056,6.147686695,4.622926077,4.256414832,3.979956135,1.789780538,1.104061693,1
3.356773869,3.104254365,2.799485534,1.858720476,1.731853651,1.408195194,0.803706792,0.56461487,2.324760987,1.929996517,1.408423133,1.180973477,0.997269051,0,4.335127447,3.898346609,3.663554606,3.353283963,2.256409366,1.154365301,0.417755182,0.13555204,3.362541869,2.747705748,2.431857727,2.200353123,1.953696841,0.362553023,0
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.212529351,4.023993252,3.783410556,2.296081699,1.583436304,0.861244856,0.401573579,2.592324634,2.114664592,1.819240139,1.762956455,1.53667567,0.574167325,0.316244828,0.227808056,6.147686695,4.622926077,4.256414832,3.979956135,1.789780538,1.104061693,1
2.5775292,2.287398175,2.182851318,2.03894249,1.76261661,1.488299568,0.629138747,0.048936183,6.201500264,4.8833667,4.581520282,3.000305078,2.313917576,1.744401109,2.514775665,2.278954185,1.524582969,1.438608032,0.769097516,0.675376733,0.329946356,-0.092235847,3.570617046,2.964295469,2.531400836,2.076678888,1.531712676,0.855269748,1
4.248695681,2.999732844,2.182851318,1.836058968,1.587519539,1.363730341,0.629138747,0.048936183,4.985103507,4.712420861,3.683243176,3.000305078,2.313917576,1.21559802,2.813603099,2.635027702,2.424962249,2.170432557,1.422944104,0.721028921,0.097363656,0.050840377,3.570617046,3.235898352,2.881953928,2.664286197,0.962178466,0,1
3.860436997,3.082207947,2.196323767,1.611898071,1.506048031,1.335696689,0.963870972,0.333671044,2.664525663,2.505221528,1.520372483,1.048487511,0.570281528,0.26590579,5.519563388,5.048574728,4.645917057,3.808565973,3.495581342,2.757573802,1.39020797,0.116151803,2.666388783,2.579087533,2.142835317,1.890516296,1.752794391,0.247173596,0
3.860436997,3.082207947,2.196323767,1.611898071,1.506048031,1.335696689,0.963870972,0.333671044,2.664525663,2.505221528,1.520372483,1.048487511,0.570281528,0.26590579,5.519563388,5.048574728,4.645917057,3.808565973,3.202882376,2.757573802,1.39020797,0.116151803,2.666388783,2.579087533,2.142835317,1.890516296,1.752794391,0.247173596,0
2.902686123,2.718456753,2.501740303,2.239151808,1.467996714,0.743857811,0.10044634,0.052450062,3.202196044,2.902014069,2.5845901,2.389381614,0.862899616,0,4.383215955,3.094709023,2.31166113,2.103498561,1.818423777,1.535421433,1.250585024,0.183125526,4.314232591,3.39757844,3.288098493,2.213508791,1.759962926,1.090171004,0
1.434113275,1.344776266,1.239677705,1.070421335,0.959272702,0.384427918,0.3332054,0.203534405,9.231292428,2.873450965,2.523867078,1.326951893,1.160289522,0.914019374,2.079449005,1.764731506,1.638673464,1.492768623,1.314973805,0.75914101,0.412718754,0.05108181,3.51010016,3.063102459,2.939131218,2.722961437,1.425505241,0.541757166,1
2.902686123,2.718456753,2.501740303,2.239151808,1.467996714,0.743857811,0.619342404,0.075334755,3.202196044,2.902014069,2.5845901,2.389381614,1.373668531,0,4.383215955,3.094709023,2.31166113,2.103498561,1.637782862,1.406908152,0.525928456,0.183125526,4.314232591,3.39757844,3.288098493,2.213508791,1.771366965,1.56441149,1
4.039427731,3.861412603,3.035527195,2.648183071,2.080226248,1.341079461,0.480415775,0.352092138,3.05334251,2.935757138,2.433027517,1.982009408,1.80808443,0.971035746,4.02951509,3.962940958,3.610455592,3.297501919,2.551922457,2.192099825,-0.122067008,-0.091570614,3.727692351,3.44353974,3.305735442,2.529711389,2.310827053,0.32586562,0
1.434113275,1.344776266,1.239677705,1.070421335,0.959272702,0.384427918,0.3332054,0.018773601,2.842059075,2.595977566,1.640369918,1.326951893,1.160289522,0.914019374,2.079449005,1.764731506,1.638673464,0.843490011,0.521781131,0.464308598,0.06810908,0.03478465,3.51010016,3.023106396,2.872228353,2.722961437,1.425505241,0.143930366,0
1.434113275,1.344776266,1.239677705,1.070421335,0.959272702,0.384427918,0.3332054,0.018773601,2.842059075,2.595977566,1.640369918,1.326951893,1.160289522,0.914019374,2.079449005,1.764731506,1.638673464,0.843490011,0.521781131,0.464308598,0.046379533,-0.026700618,3.51010016,3.194655471,2.978016279,2.757339219,1.425505241,0.143930366,1
2.779812985,2.570696427,2.318311135,1.539244381,1.434183372,0.748761756,0.62342547,0.256977778,3.203455699,2.903155641,2.585606806,2.39032153,2.04399052,1.221519017,4.412112673,3.115111151,2.32690095,2.117366051,1.648580082,1.416183312,0.529395683,0.184332797,4.472492579,4.227849493,3.304500649,3.157816262,1.772063772,1.565026886,0
3.928798451,3.755658689,2.952392105,2.575656316,2.023254333,1.304350829,0.467258453,0.342449262,3.918496852,2.797352797,2.318324034,1.888568877,1.722843478,0.925256904,3.919157291,3.854406449,3.511574728,2.585450028,2.274201587,1.958010935,0.14483499,-0.089042936,3.349554579,3.239885537,2.701384039,2.410449809,2.20188463,0,0
5.53314156,5.289299372,4.158015145,3.627437545,2.849459645,1.836988553,0.658065614,0.48229001,3.119291179,2.226812534,1.845485139,1.503381644,1.371457134,0.73654409,5.519563388,5.428371239,4.945542591,3.641230565,3.202882376,2.757573802,0.203979031,-0.125404033,2.666388783,2.579087533,2.150417296,1.918821198,1.752794391,0,1
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.212529351,4.023993252,3.783410556,3.104260361,2.204238431,1.484471535,0.765550983,3.510382643,3.41491937,2.909411068,2.715331894,1.827134352,0.934750816,0.548178917,0.253708897,5.081467171,3.530743375,3.251061688,2.507578812,1.432805214,0.542977804,0
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.212529351,4.023993252,3.783410556,3.104260361,2.204238431,1.484471535,0.765550983,3.510382643,3.41491937,2.909411068,2.715331894,1.827134352,0.934750816,0.548178917,0.253708897,5.081467171,4.933139578,3.43266717,3.121019221,2.350855136,0.542977804,0
2.458877345,1.963189996,1.398932493,1.026686785,0.95926637,0.850762318,0.613930625,0.212529351,4.023993252,3.783410556,3.104260361,2.204238431,1.484471535,0.765550983,3.510382643,3.41491937,2.909411068,2.715331894,1.827134352,0.934750816,0.548178917,0.253708897,5.081467171,4.933139578,3.43266717,3.121019221,2.350855136,0.542977804,0
4.777947766,4.322436418,4.111871771,3.208099778,2.611737845,2.119971604,1.295836427,0.382740591,3.559872502,2.589182959,2.106148937,1.715725358,0.945648631,0.570514671,5.375285677,4.947913241,3.717694172,2.756121737,2.008468405,1.725338955,0.644963817,0.478975816,3.673338504,2.252295097,1.960126837,1.818709685,1.455427811,0.057649757,1
3.767343662,3.601319115,2.831062939,2.334132738,1.940108276,1.25074826,0.44805637,0.328376239,5.832298097,4.24197407,3.45059786,3.028170632,2.564283479,1.377154119,4.611781801,4.245113211,3.189634069,2.213186957,1.723186189,1.480272356,0.553353361,0.140823581,6.505854119,4.573586422,4.308717912,3.444033265,2.38449238,2.105903153,0
2.240515743,2.098313388,1.931035012,1.728349075,1.099762432,0.894232702,0.478055962,0.058149141,2.919016435,2.333658829,1.768444281,1.48285394,1.252190985,0.699191882,1.755391295,1.489718823,1.264023634,1.156302686,0.683560317,0.412938439,0.348401382,0.04312131,3.199376045,3.112016446,2.695282456,2.495556547,2.31041494,1.146815391,1
4.039427731,3.861412603,3.035527195,2.502707837,2.080226248,1.341079461,0.480415775,0.352092138,2.554678893,2.287685075,2.064593133,1.928623392,1.398172427,0.971035746,4.944852651,3.491244847,2.892724383,2.373027143,2.051424736,1.732160318,0.732224342,0.150994104,4.094903062,3.224850321,3.038090693,2.553936704,2.276623875,1.484879006,0
3.264341587,3.057158458,2.813440573,2.518135291,1.602309759,1.302861186,0.696508365,0.287102758,4.252236244,3.399524763,3.014637035,2.473110143,2.025118758,1.621432579,2.55753472,2.170460582,1.841631744,1.684686642,0.99591997,0.601634746,0.507606842,0.062826019,4.660646174,4.533386303,4.094940857,3.635366993,3.365664554,1.670607234,1
2.716549,2.168917385,1.545529984,1.134275756,1.059790193,0.763049123,0.313067749,0,3.214687912,3.022491197,2.479931659,1.264975667,0.68803133,0.320809119,4.766354801,2.846393321,2.448808914,2.287366301,1.977373003,1.6696333,0.705792721,0.424715786,3.883303499,2.951154887,2.434564797,2.222298796,1.864949461,1.358856225,0
2.716549,2.168917385,1.545529984,1.134275756,1.059790193,0.763049123,0.313067749,0,3.214687912,3.022491197,2.479931659,1.264975667,0.68803133,0.320809119,4.766354801,3.714554379,2.788303661,2.287366301,1.977373003,1.6696333,0.705792721,0.424715786,3.01263728,2.859681277,2.434564797,1.989279425,1.802499027,1.358856225,0
4.379582363,3.303554415,2.917455382,2.6547417,2.066980476,1.775602706,0.819150552,0.168919409,2.678153913,2.54218012,2.164262946,1.975564152,1.602373393,1.207986816,4.507880059,3.26601676,3.058794235,2.502374248,1.69005938,1.455985051,1.135396108,-0.102418669,3.032572484,2.801407111,2.689299812,2.206315542,1.879916548,1.593144449,1
3.247483176,2.449602837,2.16330839,1.968504823,1.532676809,1.316618672,0.607404409,0.125254623,3.521571487,3.34277615,2.845843417,2.597718659,2.107000806,1.588412043,3.105918476,2.42176847,2.268111886,1.855523563,1.151595214,0.947139906,0.123528556,0.07034088,3.98760532,3.63726258,3.032713028,2.901139426,2.499541054,2.197288208,1
1.366121921,1.265504324,1.101004801,1.017563698,0.959272702,0.445747731,0.341713705,0.159194525,2.650060432,2.594157646,1.28921058,1.192983781,1.028271796,0.173852732,2.841456321,2.542461016,1.690049657,1.487032354,0.352544638,0.317445937,-0.03012414,-0.033521291,5.694848764,4.544292534,3.840409375,3.178437,1.657945499,1.022736629,0
2.122205581,1.600796842,1.413705596,1.286402945,1.00159265,0.860400299,0.396934166,0.081852945,4.691493124,4.453299154,3.791277523,3.460721803,2.806979734,2.116107597,2.029694125,1.582607295,1.482193885,1.21257055,0.752558723,0.618948732,0.080724972,0.04596723,5.312350754,4.845618625,4.040228169,3.864943739,3.329928049,2.927262035,0
1.366121921,1.265504324,1.101004801,1.017563698,0.959272702,0.384427918,0.3332054,0.159194525,2.650060432,2.594157646,1.28921058,1.192983781,1.028271796,0.173852732,2.841456321,2.370606102,1.690049657,1.63776287,1.42755106,0.950707701,0.301537321,0.220340399,5.694848764,3.950135357,3.310871875,1.768475199,1.56963538,1.022736629,0
3.89141476,3.056590204,2.226491024,1.829744764,1.524539254,1.313225671,0.49014093,0.111051912,4.041057789,2.339011357,2.019520597,0.869262967,0.469506684,0.279125023,4.518764379,4.441401389,3.504698792,3.168879428,2.29016,1.630700577,1.324094103,0.289441718,3.498625334,2.752175423,2.65097598,2.054858269,0.685264991,0.478654502,1
1.366121921,1.265504324,1.101004801,1.017563698,0.959272702,0.384427918,0.3332054,0.016157474,3.663223889,2.595977566,2.522097712,1.237642157,1.028271796,0.173852732,2.841456321,2.370606102,1.690049657,1.63776287,1.42755106,0.950707701,0.301537321,0.220340399,5.694848764,3.950135357,3.310871875,1.768475199,1.56963538,1.022736629,0
4.690238077,3.537884534,3.124398444,2.843049764,2.213597036,1.901551046,0.877255134,0.180901323,1.959129584,1.859661708,1.58320683,1.445169435,1.172172034,0.883669418,4.827636278,3.497684231,3.275762847,2.918095989,1.663212842,1.367924455,0.178408418,0.101591126,2.218394709,2.023491146,1.687166606,1.613969246,1.390551021,1.22240095,0
2.854439748,2.242077268,1.633180956,1.342158702,1.118283635,0.963280397,0.359529333,0.081459061,5.24576493,4.027174385,2.951967952,2.516710634,1.057879542,0.541755116,3.314614722,3.257867239,2.680525131,2.499364523,1.679883574,1.196155339,0.971252634,0.212311973,4.541624257,3.572645101,3.441276406,2.667446001,0.889553985,0.621349441,0
2.854439748,2.242077268,1.633180956,1.342158702,1.118283635,0.963280397,0.359529333,0.081459061,5.24576493,4.027174385,2.951967952,2.516710634,1.057879542,0.541755116,3.314614722,3.257867239,2.680525131,2.499364523,1.679883574,1.196155339,0.971252634,0.005695261,4.541624257,3.830008573,3.473404959,3.30362535,0.889553985,0.621349441,0
4.250371637,3.992095321,2.564909048,1.843298723,1.077500971,0.622992257,0.382854146,0.008789981,3.201056533,3.079682503,2.769580268,2.653188162,2.193449585,0.159987667,4.449848058,4.191819235,3.728519718,3.125298105,2.258663629,0.466586057,-0.160882279,-0.274415909,3.823453704,3.696718912,2.956702342,1.842646465,0.68086477,0.357054187,0
1.724978421,1.268001488,1.168734104,1.107211483,0.762171167,0.62973502,0.056498954,0.028855129,4.259885683,4.143568657,3.588698229,3.322768395,3.076257179,0.652851698,2.357091146,1.9665038,1.401957529,1.358583742,1.184205416,0.788646543,0.250136152,0.182780358,6.862653443,4.760163287,2.21992148,2.017610715,1.386520214,1.216455677,0
1.724978421,1.268001488,1.168734104,1.107211483,0.752754906,0.62973502,0.056498954,0.028855129,4.259885683,4.143568657,3.588698229,3.322768395,3.076257179,0.652851698,2.357091146,1.9665038,1.401957529,1.233547308,0.841222979,0.28140317,0.243707144,0.175555284,6.862653443,5.160565451,4.627936529,4.197927436,1.997929332,1.681342263,1
4.825361538,3.622009839,3.543778697,3.360450901,2.791037771,0.908133725,0.273910607,0.077488623,1.674101715,1.318270131,0.871375184,0.770123493,0.624644557,0.473954281,4.954734151,2.89393403,2.079766937,1.857845906,1.389294418,0.235042141,0.18852876,-0.143867226,0.86639389,0.750584402,0.711525144,0.314100024,0.278542665,0.150801634,1
4.825361538,4.017649304,3.548091271,3.4453404,3.226032865,2.61659791,0.807229977,0.205432955,1.454780111,1.022703928,0.963476433,0.770123493,0.533198567,0.374218756,4.954734151,2.89393403,2.079766937,1.857845906,1.389294418,0.212094855,-0.191822968,-0.155069047,0.86639389,0.750584402,0.711525144,0.314100024,0.169651839,0.10085921,1
2.304931547,1.919111459,1.694817567,1.645736534,1.540979855,1.249870921,0.385589727,0.098129207,5.796559986,4.074955811,3.838964321,3.068551038,2.124525522,1.491071708,2.366728992,1.382346128,0.91279304,0.691275606,0.119757475,0.101311398,-0.09876249,-0.077991546,3.452139684,2.990697684,1.303676136,1.183841144,0.675976426,0.401872735,1
4.172984802,3.252124447,2.886150098,2.373373277,2.054068308,1.923348435,0.31283253,0.162312458,5.376129651,4.245206167,3.629952352,3.076598688,2.495418776,1.494982225,2.629152562,2.434336667,2.381749923,2.131755898,1.584624055,1.102951866,0.971095559,0.472120223,3.263411852,2.399540722,2.072647103,1.956143283,1.50701276,0.922356185,1
3.049152704,2.417827248,2.202723056,1.612182928,1.381122949,1.006679211,0.284192902,0.195605406,4.266762265,3.758200721,3.620009014,2.805987497,0.935755535,0.653621015,2.629827412,2.065650978,1.504667965,0.986090058,0.120078636,-0.123459146,-0.115548679,-0.229125991,3.274179224,3.194009398,2.757732556,1.187011802,0.64112932,0.381155886,0
4.172984802,3.841203613,2.886150098,2.373373277,2.051571664,1.339428948,0.216416611,0.127424646,5.376129651,4.245206167,3.9721528,3.695071174,2.88431127,1.494982225,2.763465274,2.588072054,2.381749923,2.131755898,1.584624055,1.102951866,0.971095559,0.472120223,3.881979434,3.19681161,2.992989514,1.956143283,1.651858567,1.339566898,1
3.049152704,2.417827248,2.202723056,1.612182928,1.381122949,1.006679211,0.284192902,0.195605406,4.266762265,3.758200721,3.620009014,2.805987497,0.935755535,0.653621015,2.629827412,2.065650978,1.504667965,1.073215914,0.946646456,0.691309393,0.110891971,0.075049148,3.274179224,3.194009398,2.757732556,1.187011802,1.052637395,0.569892729,1
4.172984802,3.841203613,2.886150098,2.373373277,2.051571664,1.339428948,0.216416611,0.127424646,5.376129651,4.245206167,3.9721528,3.695071174,2.88431127,1.494982225,2.763465274,2.588072054,2.381749923,2.131755898,1.584624055,1.102951866,0.971095559,0.442227773,3.881979434,3.0785035,2.072647103,1.956143283,1.651858567,1.339566898,1
4.093812904,3.246191106,2.957390773,2.16452763,1.854304949,1.351574271,0.381559299,0.007044803,3.648017302,3.076418645,2.78998012,2.653606233,0.714525937,0.49909314,3.53082395,2.773356881,2.020177318,1.440906896,1.270973892,0.928156635,0.148884305,0.10076149,3.302181707,2.438887587,2.105754511,0.906380661,0.803774803,0.435159741,1
3.952708797,3.134302531,2.855456466,2.089921452,1.523836319,1.304988683,0.368407847,0.126582924,4.229097258,3.699899946,3.46738257,3.292747064,0.828340282,0.578591946,3.409124749,1.991182942,1.430992001,1.278298343,0.955909609,0.483068662,0.129717971,-0.061019276,4.884783246,2.827369487,2.441172805,2.285045908,0.985082696,0.504474819,1
2.88877706,2.705430479,2.489752488,2.228422262,1.65648024,1.152966197,0.658038578,0.462280984,3.457048982,2.846881213,2.665369956,1.77193954,1.633143106,1.307593161,3.8774541,3.044391534,2.677858295,2.516955345,1.83511817,1.183063279,0.843514576,0.310605965,3.381256457,2.889456591,2.7450494,2.236190794,1.232511226,0.743580346,1
2.88877706,2.705430479,2.489752488,2.228422262,1.65648024,1.152966197,0.812184231,0.493528934,3.457048982,2.846881213,2.665369956,1.742019313,0.92406706,0.640999867,3.8774541,3.044391534,2.677858295,2.516955345,1.83511817,1.183063279,0.843514576,0.310605965,3.381256457,2.823479383,2.329365411,1.682645392,1.232511226,0.743580346,0
2.88877706,2.544723825,2.489752488,2.228422262,1.65648024,1.152966197,0.812184231,0.493528934,3.457048982,2.846881213,2.665369956,1.77193954,1.633143106,0.640999867,3.8774541,3.044391534,2.677858295,2.516955345,2.119506975,1.720423285,1.051611804,-0.101625915,3.381256457,2.395918708,1.752755617,1.314678641,0.836527889,0,1
2.88877706,2.544723825,2.489752488,1.72550025,1.22983061,0.91370726,0.658038578,0.462280984,3.457048982,2.846881213,2.665369956,1.77193954,1.633143106,1.307593161,3.092715209,2.733647009,2.588868355,2.38073416,1.261934165,0.948953898,0.627117507,0.310605965,3.381256457,2.889456591,2.7450494,2.236190794,1.975556495,1.095565534,0
2.88877706,2.544723825,2.489752488,1.72550025,1.22983061,0.91370726,0.658038578,0.462280984,3.457048982,2.846881213,2.665369956,1.77193954,1.633143106,1.307593161,3.092715209,2.733647009,2.588868355,2.38073416,1.261934165,0.948953898,0.627117507,0.310605965,3.381256457,2.889456591,2.7450494,2.107260261,1.577480055,1.095565534,1
5.044806809,4.738256176,3.044315118,2.187828911,1.718209288,1.19896521,0.810025812,0.571865705,2.125050987,1.936832365,1.856521628,1.35092527,0.604998352,0.132856073,4.096012017,3.603779522,3.249968415,2.094309531,1.743783218,1.295550275,0.873960814,0.062852891,1.497717378,1.400749067,1.333409743,1.11807418,0.944153953,0.527191768,1
5.044806809,4.738256176,3.044315118,2.187828911,1.718209288,1.19896521,0.810025812,0.571865705,2.658203664,2.557412913,2.023858082,1.807710207,1.670869465,0.132856073,4.096012017,3.608177145,3.530233001,3.159691514,2.01053715,1.634796767,0.873960814,0.106305694,1.796240359,1.400749067,1.333409743,1.11807418,0.944153953,0.527191768,1
5.044806809,4.738256176,3.044315118,2.187828911,1.718209288,1.19896521,0.810025812,0.571865705,2.658203664,2.557412913,2.023858082,1.807710207,1.670869465,0.132856073,4.096012017,3.608177145,3.530233001,3.159691514,2.01053715,1.634796767,0.873960814,0.106305694,1.796240359,1.400749067,1.164660605,1.00709755,0.593090739,0,1
1.409685006,1.193082731,1.138846097,1.063354296,0.671717355,0.405784111,0.056498954,0.01967889,3.929965555,3.691232464,3.500070075,3.28134099,0.73445816,0.228883625,2.711696269,2.546918461,1.209607072,0.962058173,0.784990116,0.489832825,0.353300511,0.20249293,4.610161178,4.177377602,3.573884133,3.14725302,1.068352583,0.234607464,0
4.172984802,2.946278225,2.441183942,2.139654488,2.051571664,1.339428948,0.617927625,0.162312458,4.333647962,4.08564288,3.849032473,3.235645773,2.88431127,1.494982225,3.395436177,2.757740092,2.622338531,1.840943088,1.45475138,0.90414267,0.327201697,-0.056864003,5.569654034,4.551250513,3.796484836,3.593123696,3.236068401,0.600526325,1
1.409685006,1.193082731,1.138846097,0.699705578,0.432836386,0.063561323,0.038473506,0.01967889,4.229893004,3.849762176,3.500070075,3.322768395,3.076257179,0.652851698,2.711696269,2.546918461,1.636387331,1.319631429,0.923575846,0.489832825,0.409854109,0.264975383,4.69406031,4.516076256,3.573884133,3.192193605,2.950549706,0.59278847,0
4.217493543,3.514469898,2.916933556,2.162475881,2.073453572,1.353715196,0.624518394,0.176201842,2.581926508,2.434168568,2.355732514,1.927752246,1.71843209,0.890689385,3.431651643,2.787153939,2.650308196,1.860578448,1.470267649,0.913786188,0.330691606,0.107301893,2.76806211,2.468444606,2.261892272,2.140732565,1.928004041,0.357785138,1
1.409685006,1.193082731,1.138846097,0.699705578,0.432836386,0.063561323,0.038473506,0.01967889,4.229893004,3.849762176,3.500070075,3.322768395,3.076257179,0.652851698,2.711696269,2.546918461,1.636387331,1.319631429,0.923575846,0.489832825,0.409854109,0.264975383,4.610161178,4.168565168,3.573884133,3.192193605,2.950549706,0.59278847,0
4.970074933,4.141601775,3.437439371,2.548354149,2.44344645,1.595275937,0.73595921,0.207643793,2.754955866,2.597295839,2.513603346,2.124456858,1.928382865,0.95037947,4.044005198,3.284501515,3.123236632,2.192585291,1.732626337,1.505905987,0.389701144,0.126449144,3.540700857,2.893288612,2.560705881,2.31693537,2.159773916,0.728074729,1
3.084460229,3.03165308,2.494399456,2.325817965,1.563238719,1.113098771,0.903812471,0.098627774,4.792941871,4.1931893,3.929671532,3.731752739,0.938778793,0.655732747,2.934667431,2.531713366,2.334865192,2.203523165,1.527477833,0.781448364,0.28279965,0.091762044,4.40923289,3.931973601,3.602957376,3.409962659,3.071108412,0.569914235,1
3.084460229,3.03165308,2.494399456,2.325817965,1.563238719,1.113098771,0.903812471,0.098627774,4.792941871,4.1931893,3.929671532,3.731752739,0.938778793,0.655732747,2.941715369,2.762960316,1.775193563,1.627847527,1.374306148,0.699137651,0.444619903,0.316520685,4.413628257,4.246277308,4.047296459,3.658225377,2.813893044,1.505789882,1
3.043831889,2.909692066,2.091667828,1.995486642,1.567513868,1.01054424,0.720509893,0.265312155,4.366794549,3.596761035,2.980838728,2.589246204,1.338379263,0.807451076,3.031816718,2.726349471,2.562145228,2.345154209,1.578043488,0.807317446,0.292161455,0.094799737,4.492894303,4.006579428,3.671320403,3.474663776,3.129380061,0.580727869,0
2.641678938,2.383852791,2.158955071,1.527580332,1.327182663,1.029854513,0.280336806,0.196751279,6.575099325,4.944331036,4.552338413,3.910706543,1.914213491,1.610891832,3.031816718,2.726349471,2.562145228,2.345154209,1.578043488,0.807317446,0.292161455,0.094799737,4.492894303,4.006579428,3.671320403,3.474663776,3.129380061,0.580727869,0
2.904150691,2.776166534,2.182395376,1.940245768,1.827757366,1.402106986,0.857040398,0.253137002,4.761624312,3.921967154,3.25035538,2.823356477,1.459390674,0.880457881,2.897023988,2.649818666,2.438477868,1.998981841,1.834707256,0.935700055,0.729671091,0.080296045,4.979937466,4.542410479,3.787416261,3.623100021,3.087104067,0.435333782,0
3.186568259,3.132012981,2.576974103,2.402811887,1.614988203,1.149946814,0.933732296,0.10189275,4.883883833,4.272751471,4.00423368,3.802559547,0.956591316,0.668174714,2.925033543,2.42928214,2.126686781,1.473880873,1.319482073,1.169924044,0.867100307,0.543501068,3.155822039,2.977009839,2.465826632,2.16573602,1.457328801,0.752122417,1
