Date.x,Player,Country,Runs.x,NotOut,Minutes,BallsFaced,Fours,Sixes,StrikeRate,Innings.x,Participation.x,Opposition.x,Ground,Team.x,Opponent.x,ID,OutPenalty,BattingImpact,Date.y,Overs,Maidens,Runs.y,Wickets,Economy,Innings.y,Participation.y,Opposition.y,Team.y,Opponent.y,BowlingImpact
2/15/09,JEC Franklin ,NZL,3,FALSE,6,3,0,0,100,2,B,AUS,Sydney,AUS NZL,AUS,83,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/09,VB van Jaarsveld ,RSA,3,FALSE,14,7,0,0,42.85714286,2,B,AUS,Johannesburg,AUS RSA,AUS,87,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/09,HH Gibbs ,RSA,3,FALSE,13,7,0,0,42.85714286,1,B,NZL,Lord's,NZL RSA,NZL,99,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/09,NJ O'Brien ,IRE,3,FALSE,7,4,0,0,75,2,B,NZL,Nottingham,IRE NZL,NZL,102,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/09,Sohail Tanvir ,PAK,3,FALSE,10,7,0,0,42.85714286,2,B,SL,Lord's,PAK SL,SL,104,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/14/09,KC Sangakkara ,SL,3,FALSE,13,10,0,0,30,1,B,IRE,Lord's,IRE SL,IRE,108,0.5,-2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/16/09,DL Vettori ,NZL,3,FALSE,6,5,0,0,60,2,B,SL,Nottingham,NZL SL,SL,112,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/16/09,SK Raina ,IND,3,FALSE,7,8,0,0,37.5,2,B,RSA,Nottingham,IND RSA,RSA,113,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/09,KA Pollard ,WI,3,FALSE,9,10,0,0,30,2,B,SL,The Oval,SL WI,SL,115,0.5,-2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/2/09,Mushfiqur Rahim ,BAN,3,FALSE,14,9,0,0,33.33333333,1,B,WI,Basseterre,BAN WI,WI,117,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/12/09,T Thushara ,SL,3,FALSE,7,6,0,0,50,2,B,PAK,Colombo (RPS),PAK SL,PAK,118,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/09,DPMD Jayawardene ,SL,3,FALSE,12,6,0,0,50,2,B,NZL,Colombo (RPS),NZL SL,NZL,120,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/09,CK Kapugedera ,SL,3,FALSE,7,7,0,0,42.85714286,2,B,NZL,Colombo (RPS),NZL SL,NZL,120,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/12/09,Umar Akmal ,PAK,3,FALSE,10,6,0,0,50,1,B,NZL,Dubai (DICS),NZL PAK,NZL,122,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/9/09,RG Sharma ,IND,3,FALSE,NA,4,0,0,75,2,B,SL,Nagpur,IND SL,SL,126,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/12/09,K Weeraratne ,SL,3,FALSE,7,4,0,0,75,1,B,IND,Mohali,IND SL,IND,127,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/10,Karim Sadiq ,AFG,3,FALSE,10,6,0,0,50,1,B,IRE,Colombo (PSS),AFG IRE,IRE,128,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/10,Shakib Al Hasan ,BAN,3,FALSE,8,5,0,0,60,1,B,NZL,Hamilton,BAN NZL,NZL,131,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/5/10,Shoaib Malik ,PAK,3,FALSE,12,11,0,0,27.27272727,2,B,AUS,Melbourne,AUS PAK,AUS,134,0.5,-2.693181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/9/10,Shafiqullah ,AFG,3,FALSE,12,6,0,0,50,1,B,IRE,Dubai (DICS),AFG IRE,IRE,135,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/26/10,DL Vettori ,NZL,3,FALSE,6,5,0,0,60,1,B,AUS,Wellington,AUS NZL,AUS,148,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/10,TM Dilshan ,SL,3,FALSE,21,19,0,0,15.78947368,1,B,NZL,Providence,NZL SL,NZL,151,0.5,-2.980263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/10,AD Mathews ,SL,3,FALSE,8,6,0,0,50,1,B,NZL,Providence,NZL SL,NZL,151,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/3/10,KC Sangakkara ,SL,3,FALSE,9,7,0,0,42.85714286,1,B,ZIM,Providence,SL ZIM,ZIM,157,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/4/10,E Chigumbura ,ZIM,3,FALSE,4,4,0,0,75,1,B,NZL,Providence,NZL ZIM,NZL,159,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/10,Asghar Afghan ,AFG,3,FALSE,16,6,0,0,50,2,B,RSA,Bridgetown,AFG RSA,RSA,162,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/6/10,Mohammad Amir ,PAK,3,FALSE,7,7,0,0,42.85714286,1,B,ENG,Bridgetown,ENG PAK,ENG,163,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/10,LRPL Taylor ,NZL,3,FALSE,10,7,0,0,42.85714286,1,B,PAK,Bridgetown,NZL PAK,PAK,167,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/10,Misbah-ul-Haq ,PAK,3,FALSE,12,13,0,0,23.07692308,2,B,NZL,Bridgetown,NZL PAK,NZL,167,0.5,-2.798076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/10,MJ Lumb ,ENG,3,FALSE,2,4,0,0,75,1,B,RSA,Bridgetown,ENG RSA,RSA,168,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,Misbah-ul-Haq ,PAK,3,FALSE,8,7,0,0,42.85714286,1,B,RSA,Gros Islet,PAK RSA,RSA,171,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,HH Gibbs ,RSA,3,FALSE,14,9,0,0,33.33333333,2,B,PAK,Gros Islet,PAK RSA,PAK,171,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,JP Duminy ,RSA,3,FALSE,4,5,0,0,60,2,B,PAK,Gros Islet,PAK RSA,PAK,171,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/10,PD Collingwood ,ENG,3,FALSE,9,6,0,0,50,2,B,NZL,Gros Islet,ENG NZL,NZL,172,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/11/10,JE Taylor ,WI,3,FALSE,6,7,0,0,42.85714286,1,B,AUS,Gros Islet,AUS WI,AUS,174,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/10,N Deonarine ,WI,3,FALSE,10,2,0,0,150,2,B,RSA,North Sound,RSA WI,RSA,179,0.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/10,NLTC Perera ,SL,3,FALSE,12,5,0,0,60,2,B,NZL,Lauderhill,NZL SL,NZL,180,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/10,JDP Oram ,NZL,3,FALSE,10,7,0,0,42.85714286,1,B,SL,Lauderhill,NZL SL,SL,181,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/10,E Chigumbura ,ZIM,3,FALSE,8,9,0,0,33.33333333,1,B,IND,Harare,IND ZIM,IND,182,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/5/10,MG Johnson ,AUS,3,FALSE,2,3,0,0,100,2,B,PAK,Birmingham,AUS PAK,PAK,184,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/10,Abdul Razzaq ,PAK,3,FALSE,6,3,0,0,100,1,B,AUS,Birmingham,AUS PAK,AUS,185,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/7/10,Shahzaib Hasan ,PAK,3,FALSE,19,8,0,0,37.5,1,B,ENG,Cardiff,ENG PAK,ENG,187,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/8/10,CA Ingram ,RSA,3,FALSE,8,5,0,0,60,2,B,ZIM,Bloemfontein,RSA ZIM,ZIM,188,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/26/10,Shoaib Akhtar ,PAK,3,FALSE,9,2,0,0,150,1,B,RSA,Abu Dhabi,PAK RSA,RSA,190,0.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/27/10,Shahid Afridi ,PAK,3,FALSE,3,3,0,0,100,1,B,RSA,Abu Dhabi,PAK RSA,RSA,191,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/28/10,Younis Khan ,PAK,3,FALSE,5,4,0,0,75,2,B,NZL,Hamilton,NZL PAK,NZL,194,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/30/10,JEC Franklin ,NZL,3,FALSE,13,8,0,0,37.5,2,B,PAK,Christchurch,NZL PAK,PAK,195,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/21/11,Mohammad Hafeez ,PAK,3,FALSE,9,4,0,0,75,2,B,WI,Gros Islet,PAK WI,WI,199,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/11,RW Price ,ZIM,3,FALSE,11,10,0,0,30,2,B,PAK,Harare,PAK ZIM,PAK,205,0.5,-2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/11,H Masakadza ,ZIM,3,FALSE,7,5,0,0,60,2,B,PAK,Harare,PAK ZIM,PAK,206,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/11,NE Bonner ,WI,3,FALSE,4,5,0,0,60,1,B,ENG,The Oval,ENG WI,ENG,207,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/11,MC Bascombe ,WI,3,FALSE,7,7,0,0,42.85714286,1,B,ENG,The Oval,ENG WI,ENG,208,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/11,RS Bopara ,ENG,3,FALSE,7,9,0,0,33.33333333,2,B,WI,The Oval,ENG WI,WI,208,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/11,JW Dernbach ,ENG,3,FALSE,2,4,0,0,75,2,B,WI,The Oval,ENG WI,WI,208,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/16/11,SNJ O'Keefe ,AUS,3,FALSE,6,3,0,0,100,1,B,RSA,Johannesburg,AUS RSA,RSA,212,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/16/11,HG Kuhn ,RSA,3,FALSE,7,9,0,0,33.33333333,2,B,AUS,Johannesburg,AUS RSA,AUS,212,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/29/11,Naeem Islam ,BAN,3,FALSE,5,9,0,0,33.33333333,2,B,PAK,Mirpur,BAN PAK,PAK,216,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/12,GJ Bailey ,AUS,3,FALSE,3,4,0,0,75,1,B,IND,Melbourne,AUS IND,IND,218,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/11/12,BRM Taylor ,ZIM,3,FALSE,7,6,0,0,50,1,B,NZL,Auckland,NZL ZIM,NZL,219,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/23/12,JC Buttler ,ENG,3,FALSE,6,4,0,0,75,2,B,PAK,Dubai (DICS),ENG PAK,PAK,226,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/12,JM Bairstow ,ENG,3,FALSE,9,8,0,0,37.5,1,B,PAK,Abu Dhabi,ENG PAK,PAK,229,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/12,Shahid Afridi ,PAK,3,FALSE,6,2,0,0,150,2,B,ENG,Abu Dhabi,ENG PAK,ENG,229,0.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/12,DT Christian ,AUS,3,FALSE,3,3,0,0,100,2,B,WI,Bridgetown,AUS WI,WI,243,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/1/12,Khalid Latif ,PAK,3,FALSE,19,12,0,0,25,2,B,SL,Hambantota,PAK SL,SL,244,0.5,-2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/24/12,C Kieswetter ,ENG,3,FALSE,12,7,0,0,42.85714286,2,B,WI,Nottingham,ENG WI,WI,246,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/12,TG Southee ,NZL,3,FALSE,12,5,0,0,60,2,B,WI,Lauderhill,NZL WI,WI,248,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/12,Mahmudullah ,BAN,3,FALSE,5,4,0,0,75,1,B,IRE,Belfast,BAN IRE,IRE,250,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/21/12,TJ Murtagh ,IRE,3,FALSE,10,5,0,0,60,1,B,BAN,Belfast,BAN IRE,BAN,251,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/21/12,Shakib Al Hasan ,BAN,3,FALSE,6,5,0,0,60,2,B,IRE,Belfast,BAN IRE,IRE,251,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/5/12,DJ Hussey ,AUS,3,FALSE,4,4,0,0,75,1,B,PAK,Dubai (DICS),AUS PAK,PAK,256,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/12,GJ Bailey ,AUS,3,FALSE,5,6,0,0,50,1,B,PAK,Dubai (DICS),AUS PAK,PAK,259,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/12,DT Christian ,AUS,3,FALSE,11,3,0,0,100,1,B,PAK,Dubai (DICS),AUS PAK,PAK,259,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/12,Umar Gul ,PAK,3,FALSE,5,6,0,0,50,2,B,AUS,Dubai (DICS),AUS PAK,AUS,259,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/10/12,JA Morkel ,RSA,3,FALSE,9,5,0,0,60,1,B,ENG,Manchester,ENG RSA,ENG,NA,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/11/12,G Gambhir ,IND,3,FALSE,12,6,0,0,50,2,B,NZL,Chennai,IND NZL,NZL,261,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/12,D Ramdin ,WI,3,FALSE,8,2,0,0,150,1,B,AUS,Colombo (RPS),AUS WI,AUS,270,0.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/12,Kamran Akmal ,PAK,3,FALSE,7,3,0,0,100,1,B,NZL,Pallekele,NZL PAK,NZL,271,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/12,SCJ Broad ,ENG,3,FALSE,11,3,0,0,100,2,B,IND,Colombo (RPS),ENG IND,IND,272,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/12,NL McCullum ,NZL,3,FALSE,10,4,0,0,75,1,B,SL,Pallekele,NZL SL,SL,NA,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/12,Yasir Arafat ,PAK,3,FALSE,9,5,0,0,60,2,B,RSA,Colombo (RPS),PAK RSA,RSA,277,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/1/12,SP Narine ,WI,3,FALSE,9,4,0,0,75,1,B,NZL,Pallekele,NZL WI,NZL,NA,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/1/12,RJ Nicol ,NZL,3,FALSE,7,5,0,0,60,2,B,WI,Pallekele,NZL WI,WI,NA,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/1/12,AD Hales ,ENG,3,FALSE,15,5,0,0,60,2,B,SL,Pallekele,ENG SL,SL,284,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/7/12,CH Gayle ,WI,3,FALSE,26,16,0,0,18.75,1,B,SL,Colombo (RPS),SL WI,SL,289,0.5,-2.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/7/12,BMAJ Mendis ,SL,3,FALSE,10,3,0,0,100,2,B,WI,Colombo (RPS),SL WI,WI,289,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/7/12,NLTC Perera ,SL,3,FALSE,6,5,0,0,60,2,B,WI,Colombo (RPS),SL WI,WI,289,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/21/12,RJ Nicol ,NZL,3,FALSE,9,5,0,0,60,1,B,RSA,Durban,NZL RSA,RSA,293,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/22/12,AM Rahane ,IND,3,FALSE,8,5,0,0,60,1,B,ENG,Wankhede,ENG IND,ENG,294,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/26/12,C Munro ,NZL,3,FALSE,14,10,0,0,30,2,B,RSA,Gqeberha,NZL RSA,RSA,297,0.5,-2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/9/13,NL McCullum ,NZL,3,FALSE,8,6,0,0,50,2,B,ENG,Auckland,ENG NZL,ENG,301,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/27/13,Ahmed Shehzad ,PAK,3,FALSE,9,6,0,0,50,2,B,WI,Kingstown,PAK WI,WI,321,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/13,LMP Simmons ,WI,3,FALSE,21,16,0,0,18.75,2,B,PAK,Kingstown,PAK WI,PAK,322,0.5,-2.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/23/13,Mohammad Hafeez ,PAK,3,FALSE,8,8,0,0,37.5,1,B,ZIM,Harare,PAK ZIM,ZIM,326,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/24/13,BRM Taylor ,ZIM,3,FALSE,6,4,0,0,75,2,B,PAK,Harare,PAK ZIM,PAK,327,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/20/13,H Davids ,RSA,3,FALSE,5,5,0,0,60,1,B,PAK,Johannesburg,PAK RSA,PAK,340,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/21/13,HD Rutherford ,NZL,3,FALSE,5,4,0,0,75,1,B,SL,Pallekele,NZL SL,SL,341,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/21/13,DPMD Jayawardene ,SL,3,FALSE,5,4,0,0,75,2,B,NZL,Pallekele,NZL SL,NZL,341,0.5,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/8/13,Gulbadin Naib ,AFG,3,FALSE,NA,9,0,0,33.33333333,1,B,PAK,Sharjah,AFG PAK,PAK,349,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/14/14,TM Dilshan ,SL,3,FALSE,16,6,0,0,50,2,B,BAN,Chattogram,BAN SL,BAN,358,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/14/14,LD Chandimal ,SL,3,FALSE,11,8,0,0,37.5,2,B,BAN,Chattogram,BAN SL,BAN,358,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/21/14,KJ O'Brien ,IRE,3,FALSE,NA,5,0,0,60,2,B,WI,Kingston,IRE WI,WI,360,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/14,LMP Simmons ,WI,3,FALSE,12,7,0,0,42.85714286,1,B,ENG,Bridgetown,ENG WI,ENG,361,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/14,AD Hales ,ENG,3,FALSE,8,7,0,0,42.85714286,2,B,WI,Bridgetown,ENG WI,WI,361,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/14,EJG Morgan ,ENG,3,FALSE,5,7,0,0,42.85714286,1,B,WI,Bridgetown,ENG WI,WI,362,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/14,JC Buttler ,ENG,3,FALSE,14,8,0,0,37.5,1,B,WI,Bridgetown,ENG WI,WI,364,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/14,MM Ali ,ENG,3,FALSE,6,5,0,0,60,1,B,WI,Bridgetown,ENG WI,WI,364,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/14,Mohammad Nabi ,AFG,3,FALSE,16,9,0,0,33.33333333,1,B,BAN,Mirpur,AFG BAN,BAN,366,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/14,MA Starc ,AUS,3,FALSE,6,2,0,0,150,2,B,PAK,Mirpur,AUS PAK,PAK,381,0.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/14,GB Hogg ,AUS,3,FALSE,3,3,0,0,100,2,B,PAK,Mirpur,AUS PAK,PAK,381,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/14,MDKJ Perera ,SL,3,FALSE,6,6,0,0,50,1,B,ENG,Chattogram,ENG SL,ENG,387,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/14,JA Morkel ,RSA,3,FALSE,8,3,0,0,100,1,B,ENG,Chattogram,ENG RSA,ENG,391,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/14,RA Jadeja ,IND,3,FALSE,9,3,0,0,100,1,B,AUS,Mirpur,AUS IND,AUS,393,0.5,-0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/14,JM Muirhead ,AUS,3,FALSE,6,7,0,0,42.85714286,2,B,IND,Mirpur,AUS IND,IND,393,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/14,TA Boult ,NZL,3,FALSE,10,8,0,0,37.5,2,B,SL,Chattogram,NZL SL,SL,395,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/14,CH Gayle ,WI,3,FALSE,19,13,0,0,23.07692308,2,B,SL,Mirpur,SL WI,SL,398,0.5,-2.798076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/14,AM Rahane ,IND,3,FALSE,6,8,0,0,37.5,1,B,SL,Mirpur,IND SL,SL,400,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/14,TWM Latham ,NZL,3,FALSE,7,5,0,0,60,2,B,WI,Roseau,NZL WI,WI,403,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/5/14,Awais Zia ,PAK,3,FALSE,8,7,0,0,42.85714286,1,B,AUS,Dubai (DICS),AUS PAK,AUS,406,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/5/14,SPD Smith ,AUS,3,FALSE,5,6,0,0,50,2,B,PAK,Dubai (DICS),AUS PAK,PAK,406,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/9/14,PJ Cummins ,AUS,3,FALSE,NA,7,0,0,42.85714286,2,B,RSA,Sydney,AUS RSA,RSA,409,0.5,-2.303571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/5/14,Haris Sohail ,PAK,3,FALSE,9,9,0,0,33.33333333,2,B,NZL,Dubai (DICS),NZL PAK,NZL,412,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/15,AR Nurse ,WI,3,FALSE,7,5,0,0,60,2,B,RSA,Durban,RSA WI,RSA,415,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/23/15,NL McCullum ,NZL,3,FALSE,12,9,0,0,33.33333333,2,B,ENG,Manchester,ENG NZL,ENG,423,0.5,-2.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/5/15,Sohag Gazi ,BAN,3,FALSE,10,6,0,0,50,2,B,RSA,Mirpur,BAN RSA,RSA,428,0.5,-2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/15,TWM Latham ,NZL,3,FALSE,14,8,0,0,37.5,1,B,RSA,Centurion,NZL RSA,RSA,452,0.5,-2.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/15,MN van Wyk ,RSA,3,FALSE,11,5,0,0,60,2,B,NZL,Centurion,NZL RSA,NZL,452,0.5,-1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
