"Date","Player","Country","Runs","NotOut","Minutes","BallsFaced","Fours","Sixes","StrikeRate","Innings","Participation","Opposition","Ground"
2022-02-18,"Ayaan Khan ","OMA",3,FALSE,NA,5,0,0,60,2,"B","Nepal","Al Amerat"
2022-02-18,"M Theekshana ","Sri Lanka",3,FALSE,6,3,0,0,100,1,"B","Australia","Melbourne"
2022-02-18,"Ghulam Ahmadi ","GER",3,FALSE,NA,4,0,0,75,1,"B","Bahrain","Al Amerat"
2022-02-18,"GJ Delany ","Ireland",3,FALSE,NA,8,0,0,37.5,2,"B","United Arab Emirates","Al Amerat"
2022-02-20,"BR McDermott ","Australia",3,FALSE,19,13,0,0,23.0769230769231,1,"B","Sri Lanka","Melbourne"
2022-02-21,"Vimal Kumar ","PHI",3,FALSE,NA,16,0,0,18.75,1,"B","Oman","Al Amerat"
2022-02-24,"Chirag Suri ","United Arab Emirates",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Ireland","Al Amerat"
2022-02-24,"Shoaib Khan ","OMA",3,FALSE,NA,5,0,0,60,1,"B","Nepal","Al Amerat"
2022-02-24,"N Dhamba ","OMA",3,FALSE,NA,6,0,0,50,1,"B","Nepal","Al Amerat"
2022-02-24,"MD Shanaka ","Sri Lanka",3,FALSE,7,6,0,0,50,2,"B","India","Lucknow"
2022-03-05,"Rahmanullah Gurbaz ","Afghanistan",3,FALSE,6,5,0,0,60,2,"B","Bangladesh","Mirpur"
2022-03-28,"R Hekure ","Papau New Guinea",3,FALSE,NA,5,0,0,60,2,"B","Nepal","Kirtipur"
2022-03-30,"S Vijay Unni ","MAS",3,FALSE,NA,3,0,0,100,1,"B","Nepal","Kirtipur"
2022-04-05,"Asif Ali ","Pakistan",3,FALSE,8,5,0,0,60,1,"B","Australia","Lahore"
2022-04-14,"A Harris ","BHM",3,FALSE,2,3,0,0,100,2,"B","Cayman","George Town"
2022-04-16,"E Haven ","BHM",3,FALSE,19,20,0,0,15,2,"B","Cayman","George Town"
2022-04-30,"Hamza Dar ","ESP",3,FALSE,NA,4,0,0,75,1,"B","Norway","Almeria"
2022-04-30,"Bilal Safdar ","NOR",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Spain","Almeria"
2022-04-30,"TW Nightingale ","GUE",3,FALSE,NA,6,0,0,50,1,"B","Spain","Almeria"
2022-05-01,"Zulqarnain Haider ","ESP",3,FALSE,NA,3,0,0,100,1,"B","Guernsey","Almeria"
2022-05-01,"Awais Ahmed ","ESP",3,FALSE,NA,10,0,0,30,1,"B","Norway","Almeria"
2022-05-01,"R Panchal ","ESP",3,FALSE,NA,4,0,0,75,1,"B","Norway","Almeria"
2022-05-07,"TS Bharaj ","DEN",3,FALSE,NA,4,0,0,75,1,"B","Finland","Brondby"
2022-05-08,"TS Bharaj ","DEN",3,FALSE,NA,8,0,0,37.5,1,"B","Finland","Brondby"
2022-05-08,"A Pusthay ","FIN",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Denmark","Brondby"
2022-05-10,"K Nestor ","GIBR",3,FALSE,NA,6,0,0,50,1,"B","Hungary","Marsa"
2022-05-11,"Sazib Bhuiyan ","CZK-R",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Gibraltar","Marsa"
2022-05-12,"Abdul Shakoor ","ROM",3,FALSE,NA,6,0,0,50,1,"B","Hungary","Marsa"
2022-05-12,"Ijaz Hussain ","ROM",3,FALSE,NA,12,0,0,25,1,"B","Hungary","Marsa"
2022-05-13,"IA De Silva ","BUL",3,FALSE,NA,4,0,0,75,2,"B","Gibraltar","Marsa"
2022-05-13,"P Mishra ","BUL",3,FALSE,NA,11,0,0,27.2727272727273,1,"B","Romania","Marsa"
2022-05-14,"L Bruce ","GIBR",3,FALSE,NA,11,0,0,27.2727272727273,1,"B","Romania","Marsa"
2022-05-14,"M Whelan ","GIBR",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Romania","Marsa"
2022-05-17,"MG Erasmus ","Namibia",3,FALSE,5,7,0,0,42.8571428571429,2,"B","Zimbabwe","Bulawayo"
2022-05-21,"CG Williams ","Namibia",3,FALSE,6,4,0,0,75,1,"B","Zimbabwe","Bulawayo"
2022-05-21,"R Trumpelmann ","Namibia",3,FALSE,5,4,0,0,75,1,"B","Zimbabwe","Bulawayo"
2022-05-22,"RW Chakabva ","Zimbabwe",3,FALSE,7,4,0,0,75,1,"B","Namibia","Bulawayo"
2022-06-04,"Ali Yalmaz ","HUN",3,FALSE,NA,4,0,0,75,2,"B","Austria","Lower Austria"
2022-06-05,"Mirza Ahsan ","AUT",3,FALSE,NA,4,0,0,75,1,"B","Hungary","Lower Austria"
2022-06-05,"Abdullah Akbarjan ","AUT",3,FALSE,NA,4,0,0,75,1,"B","Hungary","Lower Austria"
2022-06-05,"HV Mandhyan ","HUN",3,FALSE,NA,8,0,0,37.5,2,"B","Austria","Lower Austria"
2022-06-08,"P Nissanka ","Sri Lanka",3,FALSE,12,6,0,0,50,1,"B","Australia","Colombo (RPS)"
2022-06-10,"Walter Behr ","GER",3,FALSE,NA,5,0,0,60,2,"B","Austria","Krefeld"
2022-06-10,"Jaweed Sadran ","AUT",3,FALSE,NA,5,0,0,60,1,"B","Sweden","Krefeld"
2022-06-11,"Umar Nawaz ","SWE",3,FALSE,NA,8,0,0,37.5,2,"B","Austria","Krefeld"
2022-06-11,"VP Thamotharam ","MLT",3,FALSE,NA,5,0,0,60,2,"B","Belgium","Gent"
2022-06-11,"J Shaju ","MLT",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Belgium","Gent"
2022-06-11,"Jaison Jerome ","MLT",3,FALSE,NA,4,0,0,75,2,"B","Belgium","Gent"
2022-06-11,"Arjun Vinod ","SUI",3,FALSE,NA,3,0,0,100,1,"B","Luxembourg","Walferdange"
2022-06-11,"Khalid Zahid ","SWE",3,FALSE,NA,3,0,0,100,2,"B","Germany","Krefeld"
2022-06-12,"Sajad Ahmadzai ","BEL",3,FALSE,NA,4,0,0,75,1,"B","Malta","Waterloo"
2022-06-14,"DA Miller ","South Africa",3,FALSE,12,5,0,0,60,2,"B","India","Visakhapatnam"
2022-06-19,"JOP Scamans ","FIN",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Estonia","Kerava"
2022-06-24,"H Lakov ","BUL",3,FALSE,NA,8,0,0,37.5,2,"B","Serbia","Sofia"
2022-06-28,"B Arora ","MLT",3,FALSE,NA,5,0,0,60,1,"B","Spain","Waterloo"
2022-06-28,"HV Mandhyan ","HUN",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Denmark","Gent"
2022-06-28,"ARA Chambers ","POR",3,FALSE,NA,8,0,0,37.5,1,"B","Israel","Waterloo"
2022-06-28,"Yair Nagavkar ","ISR",3,FALSE,NA,8,0,0,37.5,2,"B","Portugal","Waterloo"
2022-06-28,"Ishan Kishan ","India",3,FALSE,9,5,0,0,60,1,"B","Ireland","Dublin (Malahide)"
2022-06-29,"Zohaib Sarwar ","POR",3,FALSE,NA,6,0,0,50,1,"B","Malta","Gent"
2022-06-29,"AG Weligamage ","HUN",3,FALSE,NA,8,0,0,37.5,1,"B","Belgium","Waterloo"
2022-06-29,"Muhammad Muneeb ","BEL",3,FALSE,NA,4,0,0,75,2,"B","Hungary","Waterloo"
2022-07-01,"A Amado ","ISR",3,FALSE,NA,8,0,0,37.5,2,"B","Malta","Gent"
2022-07-02,"Azhar Andani ","POR",3,FALSE,NA,6,0,0,50,2,"B","Belgium","Waterloo"
2022-07-02,"Hamza Dar ","ESP",3,FALSE,NA,6,0,0,50,2,"B","Denmark","Waterloo"
2022-07-03,"S Desungnoen ","THA",3,FALSE,NA,15,0,0,20,1,"B","Maldives","Bangi"
2022-07-03,"Janak Prakash ","SGP",3,FALSE,NA,3,0,0,100,1,"B","Papau New Guinea","Singapore"
2022-07-03,"S Bau ","Papau New Guinea",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Singapore","Singapore"
2022-07-03,"R Shepherd ","West Indies",3,FALSE,15,5,0,0,60,1,"B","Bangladesh","Roseau"
2022-07-03,"Anamul Haque ","BAN",3,FALSE,9,4,0,0,75,2,"B","West Indies","Roseau"
2022-07-04,"RM Dorji ","BHU",3,FALSE,NA,11,0,0,27.2727272727273,1,"B","Maldives","Bangi"
2022-07-04,"Muhammad Muneeb ","BEL",3,FALSE,NA,11,0,0,27.2727272727273,2,"B","Spain","Waterloo"
2022-07-06,"K Senamontree ","THA",3,FALSE,NA,2,0,0,150,1,"B","Bhutan","Bangi"
2022-07-07,"Azyan Farhath ","MDV",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Bhutan","Bangi"
2022-07-07,"Umar Adam ","MDV",3,FALSE,NA,5,0,0,60,2,"B","Bhutan","Bangi"
2022-07-07,"HV Patel ","India",3,FALSE,13,6,0,0,50,1,"B","England","Southampton"
2022-07-08,"K Senamontree ","THA",3,FALSE,NA,5,0,0,60,2,"B","Maldives","Bangi"
2022-07-08,"DV Varghese ","BUL",3,FALSE,NA,5,0,0,60,1,"B","Serbia","Belgrade"
2022-07-09,"Ritik Tomar ","CZK-R",3,FALSE,NA,5,0,0,60,1,"B","Austria","Vinor"
2022-07-09,"M Kadyan ","BUL",3,FALSE,NA,8,0,0,37.5,1,"B","Serbia","Belgrade"
2022-07-10,"S Davizi ","CZK-R",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Luxembourg","Vinor"
2022-07-10,"N Wijesekera ","AUT",3,FALSE,NA,3,0,0,100,1,"B","Czech Rep.","Vinor"
2022-07-11,"T Wangchuk ","BHU",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Malaysia","Bangi"
2022-07-11,"J Singye ","BHU",3,FALSE,NA,6,0,0,50,1,"B","Malaysia","Bangi"
2022-07-11,"JW Jenner ","JER",3,FALSE,NA,6,0,0,50,1,"B","United States of America","Bulawayo"
2022-07-11,"Yasim Murtaza ","Hong Kong",3,FALSE,NA,5,0,0,60,1,"B","Uganda","Bulawayo"
2022-07-11,"TJG Pringle ","NED",3,FALSE,NA,4,0,0,75,1,"B","Papau New Guinea","Bulawayo"
2022-07-12,"MO Kain ","United States of America",3,FALSE,NA,4,0,0,75,1,"B","Singapore","Bulawayo"
2022-07-12,"R Rohan ","SGP",3,FALSE,NA,5,0,0,60,2,"B","United States of America","Bulawayo"
2022-07-12,"JW Jenner ","JER",3,FALSE,NA,6,0,0,50,2,"B","Zimbabwe","Bulawayo"
2022-07-12,"BDH Stevens ","JER",3,FALSE,NA,5,0,0,60,2,"B","Zimbabwe","Bulawayo"
2022-07-12,"J Mosca ","ITA",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Greece","Vantaa"
2022-07-12,"Sapan Mehta ","FIN",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Sweden","Vantaa"
2022-07-12,"MB Tambe ","FIN",3,FALSE,NA,4,0,0,75,1,"B","Sweden","Vantaa"
2022-07-12,"Imal Zuwak ","SWE",3,FALSE,NA,6,0,0,50,2,"B","Finland","Vantaa"
2022-07-12,"R Nath ","TKY",3,FALSE,NA,12,0,0,25,2,"B","Romania","Kerava"
2022-07-13,"NG Collins ","FIN",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Italy","Kerava"
2022-07-13,"GP Meade ","ITA",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Finland","Kerava"
2022-07-14,"Aizaz Khan ","Hong Kong",3,FALSE,NA,6,0,0,50,2,"B","Papau New Guinea","Bulawayo"
2022-07-15,"C Bayraktar ","TKY",3,FALSE,NA,6,0,0,50,1,"B","Serbia","Kerava"
2022-07-15,"TLW Cooper ","NED",3,FALSE,NA,4,0,0,75,2,"B","United States of America","Bulawayo"
2022-07-15,"N Vanua ","Papau New Guinea",3,FALSE,NA,6,0,0,50,2,"B","Zimbabwe","Bulawayo"
2022-07-15,"Abdul Shakoor ","ROM",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Isle of Man","Kerava"
2022-07-16,"Gaurav Mishra ","ROM",3,FALSE,NA,5,0,0,60,1,"B","Serbia","Vantaa"
2022-07-17,"Yasim Murtaza ","Hong Kong",3,FALSE,NA,12,0,0,25,2,"B","Uganda","Bulawayo"
2022-07-17,"R Gaznavi ","SGP",3,FALSE,NA,6,0,0,50,1,"B","Jersey","Bulawayo"
2022-07-18,"MV Pavlovic ","SRB",3,FALSE,NA,10,0,0,30,2,"B","Cyprus","Kerava"
2022-07-18,"C Hartmann ","IOM",3,FALSE,NA,3,0,0,100,1,"B","Turkey","Kerava"
2022-07-18,"CJ Langford ","IOM",3,FALSE,NA,3,0,0,100,1,"B","Turkey","Kerava"
2022-07-19,"WAE Burton ","SRB",3,FALSE,NA,4,0,0,75,1,"B","Croatia","Vantaa"
2022-07-19,"B Jerkovic ","CRT",3,FALSE,NA,6,0,0,50,2,"B","Serbia","Vantaa"
2022-07-24,"Aqib Iqbal ","AUT",3,FALSE,NA,8,0,0,37.5,1,"B","Luxembourg","Vantaa"
2022-07-24,"S Kushretha ","LUX",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","Austria","Vantaa"
2022-07-24,"MMR Obili ","EST",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Norway","Kerava"
2022-07-24,"P Mishra ","BUL",3,FALSE,NA,11,0,0,27.2727272727273,2,"B","Guernsey","Vantaa"
2022-07-24,"R Dhiman ","BUL",3,FALSE,NA,6,0,0,50,2,"B","Guernsey","Vantaa"
2022-07-24,"Zain Ahmad ","Fran",3,FALSE,NA,4,0,0,75,1,"B","Czech Rep.","Kerava"
2022-07-25,"Ayyaz Qureshi ","SVN",3,FALSE,NA,10,0,0,30,2,"B","Austria","Kerava"
2022-07-25,"KD Abeyrathna ","NOR",3,FALSE,NA,4,0,0,75,1,"B","Czech Rep.","Vantaa"
2022-07-25,"UNGB Thenannahelage ","CZK-R",3,FALSE,NA,6,0,0,50,2,"B","Norway","Vantaa"
2022-07-25,"K Fletcher ","SUI",3,FALSE,NA,4,0,0,75,2,"B","France","Vantaa"
2022-07-27,"A Randhawa ","AUT",3,FALSE,NA,14,0,0,21.4285714285714,2,"B","Guernsey","Vantaa"
2022-07-27,"Saim Hussain ","BUL",3,FALSE,NA,5,0,0,60,2,"B","Slovenia","Vantaa"
2022-07-27,"MH Cross ","Scotland",3,FALSE,NA,6,0,0,50,2,"B","New Zealand","Edinburgh"
2022-07-28,"P Mishra ","BUL",3,FALSE,NA,3,0,0,100,2,"B","Luxembourg","Kerava"
2022-07-28,"Raza Iqbal ","NOR",3,FALSE,NA,8,0,0,37.5,1,"B","Switzerland","Vantaa"
2022-07-28,"SMK Waththage ","CZK-R",3,FALSE,NA,4,0,0,75,1,"B","Estonia","Vantaa"
2022-07-28,"AU Rashid ","England",3,FALSE,5,3,0,0,100,2,"B","South Africa","Cardiff"
2022-07-30,"HS Nyakatawa ","SWZ",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Mozambique","Malkerns"
2022-07-30,"I Katzarski ","BUL",3,FALSE,NA,5,0,0,60,2,"B","Austria","Vantaa"
2022-07-30,"Anser Mehmood ","SUI",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Czech Rep.","Kerava"
2022-07-30,"M Jele ","SWZ",3,FALSE,NA,6,0,0,50,2,"B","Mozambique","Malkerns"
2022-07-30,"L Canessane ","Fran",3,FALSE,NA,2,0,0,150,1,"B","Estonia","Kerava"
2022-07-30,"Saqib Naveed ","EST",3,FALSE,NA,7,0,0,42.8571428571429,2,"B","France","Kerava"
2022-07-31,"D Nikolov ","BUL",3,FALSE,NA,3,0,0,100,1,"B","Czech Rep.","Vantaa"
2022-07-31,"TW Nightingale ","GUE",3,FALSE,NA,6,0,0,50,1,"B","France","Kerava"
2022-07-31,"Dawood Ahmadzai ","Fran",3,FALSE,NA,13,0,0,23.0769230769231,2,"B","Guernsey","Kerava"
2022-07-31,"Rahmatullah Mangal ","Fran",3,FALSE,NA,6,0,0,50,2,"B","Guernsey","Kerava"
2022-07-31,"M Shumba ","Zimbabwe",3,FALSE,NA,8,0,0,37.5,1,"B","Bangladesh","Harare"
2022-07-31,"D Malinga ","SWZ",3,FALSE,NA,4,0,0,75,2,"B","Mozambique","Malkerns"
2022-07-31,"Vinay Ravi ","NOR",3,FALSE,NA,5,0,0,60,1,"B","Austria","Kerava"
2022-07-31,"MM Ali ","England",3,FALSE,7,5,0,0,60,2,"B","South Africa","Southampton"
2022-07-31,"LS Livingstone ","England",3,FALSE,7,7,0,0,42.8571428571429,2,"B","South Africa","Southampton"
2022-08-02,"Hasan Mahmud ","BAN",3,FALSE,NA,2,0,0,150,2,"B","Zimbabwe","Harare"
2022-08-05,"Vikramjit Singh ","NED",3,FALSE,19,8,0,0,37.5,1,"B","New Zealand","The Hague"
2022-08-05,"GH Dockrell ","Ireland",3,FALSE,NA,4,0,0,75,2,"B","South Africa","Bristol"
2022-08-06,"AJ Hosein ","West Indies",3,FALSE,14,10,0,0,30,2,"B","India","Lauderhill"
2022-08-07,"N Pooran ","West Indies",3,FALSE,13,6,0,0,50,2,"B","India","Lauderhill"
2022-08-12,"HT Tector ","Ireland",3,FALSE,NA,5,0,0,60,2,"B","Afghanistan","Belfast"
2022-08-15,"GJ Delany ","Ireland",3,FALSE,6,4,0,0,75,2,"B","Afghanistan","Belfast"
2022-08-17,"ED Silva ","KUW",3,FALSE,NA,3,0,0,100,1,"B","Bahrain","Al Amerat"
2022-08-20,"Mohammad Ghazanfar ","Hong Kong",3,FALSE,NA,1,0,0,300,1,"B","Singapore","Al Amerat"
2022-08-22,"V Baskaran ","SGP",3,FALSE,NA,5,0,0,60,2,"B","United Arab Emirates","Al Amerat"
2022-08-26,"DS Airee ","NEP",3,FALSE,NA,3,0,0,100,2,"B","Kenya","Nairobi (Gym)"
2022-08-27,"P Nissanka ","Sri Lanka",3,FALSE,17,7,0,0,42.8571428571429,1,"B","Afghanistan","Dubai (DICS)"
2022-08-29,"AA Obanda ","Kenya",3,FALSE,NA,15,0,0,20,1,"B","Nepal","Nairobi (Gym)"
2022-08-29,"S Singh ","Kenya",3,FALSE,NA,3,0,0,100,1,"B","Nepal","Nairobi (Gym)"
2022-09-02,"Zeeshan Ali ","Hong Kong",3,FALSE,10,5,0,0,60,2,"B","Pakistan","Sharjah"
2022-09-02,"Haroon Arshad ","Hong Kong",3,FALSE,6,4,0,0,75,2,"B","Pakistan","Sharjah"
2022-09-06,"DJ Hooda ","India",3,FALSE,8,4,0,0,75,1,"B","Sri Lanka","Dubai (DICS)"
2022-09-09,"L Denny ","COK",3,FALSE,NA,4,0,0,75,1,"B","Samoa","Port vila"
2022-09-09,"DP Michael ","Samoa",3,FALSE,NA,3,0,0,100,2,"B","Cook Islands","Port vila"
2022-09-09,"Usman Qadir ","Pakistan",3,FALSE,9,6,0,0,50,1,"B","Sri Lanka","Dubai (DICS)"
2022-09-11,"C Dickson ","COK",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Vanuatu","Port vila"
2022-09-13,"T Parima ","COK",3,FALSE,NA,6,0,0,50,2,"B","Samoa","Port vila"
2022-09-16,"GM Ntambalika ","MWest Indies",3,FALSE,NA,5,0,0,60,2,"B","Kenya","Benoni"
2022-09-20,"KS Bagabena ","GHA",3,FALSE,NA,4,0,0,75,1,"B","Uganda","Benoni"
2022-09-23,"Haider Ali ","Pakistan",3,FALSE,9,5,0,0,60,2,"B","England","Karachi"
2022-09-25,"Mosaddek Hossain ","BAN",3,FALSE,NA,8,0,0,37.5,1,"B","United Arab Emirates","Dubai (DICS)"
2022-09-28,"V Kohli ","India",3,FALSE,19,9,0,0,33.3333333333333,2,"B","South Africa","Thiruvananthapuram"
2022-09-28,"PD Salt ","England",3,FALSE,18,6,0,0,50,2,"B","Pakistan","Lahore"
2022-10-04,"T Bavuma ","South Africa",3,FALSE,21,8,0,0,37.5,1,"B","India","Indore"
2022-10-05,"J Charles ","West Indies",3,FALSE,8,2,0,0,150,1,"B","Australia","Carrara"
2022-10-05,"MR Marsh ","Australia",3,FALSE,5,3,0,0,100,2,"B","West Indies","Carrara"
2022-10-09,"L Yamamoto-Lake ","Japan",3,FALSE,NA,10,0,0,30,1,"B","Indonesia","Sano"
2022-10-09,"Taskin Ahmed ","BAN",3,FALSE,6,2,0,0,150,1,"B","New Zealand","Christchurch"
2022-10-15,"KC Ramamoorthy ","INA",3,FALSE,NA,4,0,0,75,1,"B","South Korea","Sano"
2022-10-15,"Lee Hwanhee ","SKOR",3,FALSE,NA,6,0,0,50,2,"B","Indonesia","Sano"
2022-10-16,"M van Lingen ","Namibia",3,FALSE,7,6,0,0,50,1,"B","Sri Lanka","Geelong"
2022-10-16,"Ahmad Ramdoni ","INA",3,FALSE,NA,6,0,0,50,1,"B","Japan","Sano"
2022-10-17,"MH Cross ","Scotland",3,FALSE,10,5,0,0,60,1,"B","West Indies","Hobart"
2022-10-17,"Lee Kangmin ","SKOR",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Japan","Sano"
2022-10-17,"N Nazmussakib ","SKOR",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Japan","Sano"
2022-10-17,"A Balbirnie ","Ireland",3,FALSE,20,4,0,0,75,2,"B","Zimbabwe","Hobart"
2022-10-19,"TL Chatara ","Zimbabwe",3,FALSE,12,8,0,0,37.5,2,"B","West Indies","Hobart"
2022-10-20,"FJ Klaassen ","NED",3,FALSE,5,3,0,0,100,2,"B","Sri Lanka","Geelong"
2022-10-20,"JJ Smit ","Namibia",3,FALSE,3,3,0,0,100,2,"B","United Arab Emirates","Geelong"
2022-10-22,"Mohammad Nabi ","Afghanistan",3,FALSE,7,5,0,0,60,1,"B","England","Perth"
2022-10-24,"Yasir Ali ","BAN",3,FALSE,9,5,0,0,60,1,"B","Netherlands","Hobart"
2022-10-25,"MD Shanaka ","Sri Lanka",3,FALSE,6,5,0,0,60,1,"B","Australia","Perth"
2022-10-26,"BJ McCarthy ","Ireland",3,FALSE,4,3,0,0,100,1,"B","England","Melbourne"
2022-10-27,"LV van Beek ","NED",3,FALSE,11,5,0,0,60,2,"B","India","Sydney"
2022-10-29,"C Karunaratne ","Sri Lanka",3,FALSE,13,8,0,0,37.5,2,"B","New Zealand","Sydney"
2022-10-31,"AP Rajeevan ","TAN",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Rwanda","Dar-es-Salaam"
2022-10-31,"DA Warner ","Australia",3,FALSE,13,7,0,0,42.8571428571429,1,"B","Ireland","Brisbane"
2022-10-31,"BJ McCarthy ","Ireland",3,FALSE,16,7,0,0,42.8571428571429,2,"B","Australia","Brisbane"
2022-11-01,"DP Conway ","New Zealand",3,FALSE,12,9,0,0,33.3333333333333,2,"B","England","Brisbane"
2022-11-01,"DJ Mitchell ","New Zealand",3,FALSE,10,5,0,0,60,2,"B","England","Brisbane"
2022-11-02,"CR Ervine ","Zimbabwe",3,FALSE,18,12,0,0,25,1,"B","Netherlands","Adelaide"
2022-11-02,"Afif Hossain ","BAN",3,FALSE,12,5,0,0,60,2,"B","India","Adelaide"
2022-11-03,"Haris Rauf ","Pakistan",3,FALSE,2,2,0,0,150,1,"B","South Africa","Sydney"
2022-11-03,"WD Parnell ","South Africa",3,FALSE,9,4,0,0,75,2,"B","Pakistan","Sydney"
2022-11-04,"II Selemani ","TAN",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Rwanda","Dar-es-Salaam"
2022-11-04,"HA Chohan ","TAN",3,FALSE,NA,2,0,0,150,1,"B","Rwanda","Dar-es-Salaam"
2022-11-04,"C Green ","Australia",3,FALSE,12,2,0,0,150,1,"B","Afghanistan","Adelaide"
2022-11-05,"MD Shanaka ","Sri Lanka",3,FALSE,12,8,0,0,37.5,1,"B","England","Sydney"
2022-11-05,"S Thakor ","TAN",3,FALSE,NA,6,0,0,50,2,"B","Rwanda","Dar-es-Salaam"
2022-11-06,"RR Pant ","India",3,FALSE,7,5,0,0,60,1,"B","Zimbabwe","Melbourne"
2022-11-06,"M Akayezu ","RWN",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Tanzania","Dar-es-Salaam"
2022-11-06,"K Irakoze ","RWN",3,FALSE,NA,8,0,0,37.5,1,"B","Tanzania","Dar-es-Salaam"
2022-11-06,"Yasir Ali ","ESP",3,FALSE,NA,5,0,0,60,2,"B","Italy","Almeria"
2022-11-17,"MS Diakite ","Mali",3,FALSE,NA,3,0,0,100,2,"B","Lesotho","Kigali"
2022-11-17,"V Balakrishnan ","BOT",3,FALSE,NA,7,0,0,42.8571428571429,1,"B","Rwanda","Rwanda"
2022-11-18,"D Ndikubwimana ","RWN",3,FALSE,NA,4,0,0,75,1,"B","St Helena","Rwanda"
2022-11-18,"Mohamed Coulibaly ","Mali",3,FALSE,NA,9,0,0,33.3333333333333,2,"B","Seychelles","Kigali"
2022-11-20,"MA Baig ","MWest Indies",3,FALSE,NA,6,0,0,50,2,"B","Botswana","Rwanda"
2022-11-20,"D Jakiel ","MWest Indies",3,FALSE,NA,1,0,0,300,2,"B","Botswana","Rwanda"
2022-11-22,"FH Allen ","New Zealand",3,FALSE,8,4,0,0,75,1,"B","India","Napier"
2022-11-22,"Mohamed Coulibaly ","Mali",3,FALSE,NA,6,0,0,50,1,"B","Botswana","Rwanda"
2022-11-22,"MS Diakite ","Mali",3,FALSE,NA,6,0,0,50,1,"B","Botswana","Rwanda"
2022-11-24,"D Kalvin ","SEY",3,FALSE,NA,18,0,0,16.6666666666667,2,"B","Rwanda","Kigali"
2022-11-24,"V Balakrishnan ","BOT",3,FALSE,NA,14,0,0,21.4285714285714,1,"B","Kenya","Rwanda"
2022-11-24,"M Malle ","Mali",3,FALSE,NA,24,0,0,12.5,1,"B","Rwanda","Kigali"
2022-11-25,"AR Leo ","STHEL",3,FALSE,NA,8,0,0,37.5,2,"B","Botswana","Rwanda"
2022-11-25,"G Johnson ","STHEL",3,FALSE,NA,3,0,0,100,2,"B","Botswana","Rwanda"
2022-11-25,"LM Gabriel ","LES",3,FALSE,NA,14,0,0,21.4285714285714,2,"B","Malawi","Kigali"
2022-11-25,"VL Mukesh ","SEY",3,FALSE,NA,4,0,0,75,1,"B","Kenya","Rwanda"
2022-12-02,"C Bah ","Sri LankaE",3,FALSE,NA,4,0,0,75,1,"B","Nigeria","Rwanda"
2022-12-02,"AN Toube ","CAM",3,FALSE,NA,5,0,0,60,1,"B","Sierra Leone","Rwanda"
2022-12-04,"JB Abega ","CAM",3,FALSE,NA,9,0,0,33.3333333333333,1,"B","Mozambique","Rwanda"
2022-12-04,"T Sandeep ","SWZ",3,FALSE,NA,6,0,0,50,2,"B","Nigeria","Kigali"
2022-12-04,"Umair Qasim ","SWZ",3,FALSE,NA,6,0,0,50,2,"B","Nigeria","Kigali"
2022-12-04,"Abubacarr Kuyateh ","GMB",3,FALSE,NA,11,0,0,27.2727272727273,1,"B","Nigeria","Kigali"
2022-12-05,"A Turay ","Sri LankaE",3,FALSE,NA,3,0,0,100,1,"B","Eswatini","Kigali"
2022-12-05,"AR Balla ","CAM",3,FALSE,NA,11,0,0,27.2727272727273,1,"B","Nigeria","Rwanda"
2022-12-05,"SKA Awiah ","GHA",3,FALSE,NA,4,0,0,75,1,"B","Sierra Leone","Kigali"
2022-12-06,"Eric Phiri ","SWZ",3,FALSE,NA,6,0,0,50,2,"B","Tanzania","Rwanda"
2022-12-06,"O Harvey ","GHA",3,FALSE,NA,4,0,0,75,1,"B","Cameroon","Kigali"
2022-12-06,"JB Abega ","CAM",3,FALSE,NA,8,0,0,37.5,2,"B","Ghana","Kigali"
2022-12-06,"G Riley ","GMB",3,FALSE,NA,10,0,0,30,1,"B","Tanzania","Rwanda"
2022-12-08,"Muhammed Manga ","GMB",3,FALSE,NA,6,0,0,50,2,"B","Ghana","Rwanda"
