"","Ground","AvgBatImpact","AvgBowlImpact","BattingScale","BowlingScale","BattingScale2","BowlingScale2"
"92","Roseau",2.28063283780174,3.55405701754386,0.0923278274903892,0.912546051894918,0.529520694169105,0.588916929484998
"93","Sharjah",1.55797184578139,3.4507826341925,-0.770092833421286,0.760675765940481,0.381897844910279,0.562352289371719
"94","Southampton",2.05754287728805,3.07773090727364,-0.173906815465904,0.212084037726396,0.483948598849557,0.466394467619141
"95","St George's",2.69751821300935,2.52652555301296,0.589837122693679,-0.598491751299487,0.614680689771508,0.32461127425326
"96","Sydney",2.12268984367438,3.00069563834396,-0.096160693248604,0.098799717440266,0.497256610358013,0.446579154966202
"97","Sylhet",2.56490488547236,2.72582575292202,0.431576922069859,-0.30541056922174,0.587590868296609,0.37587604982763
"98","Tarouba",2.00864256710382,2.98936720801627,-0.232264244874072,0.082140678698511,0.473959401703529,0.443665211886246
"99","Taunton",2.83874719830602,2.96136363636364,0.758379213915356,0.0409599880313743,0.643530489937338,0.436462023847758
"100","The Oval",1.98817963861623,2.67740669390286,-0.256684619718323,-0.376613282811106,0.469779300880497,0.363421510417875
"101","Thiruvananthapuram",2.34489338409926,2.68859126984127,0.169016099613,-0.360165789338631,0.542647630649857,0.366298450710151
"102","Visakhapatnam",1.84552233736998,3.01514006352334,-0.42693125733012,0.120040986681028,0.440637728953845,0.450294606408095
"103","W.A.C.A",1.82724750133158,3.58804112554112,-0.448740371628968,0.962521428478792,0.436904604576695,0.59765845443264
"104","Wankhede",3.62970799921588,2.18129936406635,1.70230858634327,-1.10616459651909,0.805105403170052,0.23581084602078
"105","Wellington",2.22791749765872,2.88124045023009,0.029417556992421,-0.076865273130287,0.518752175046736,0.415852425075081
