Player,Country,CareerBatImpact,CareerBowlImpact,MatchesPlayed,TotalImpact,BatImpactperGame,BatImpactperGame_Z,BowlImpactperGame,BowlImpactperGame_Z,TotalImpactperGame,TotalImpactperGame_Z
JA Morkel ,RSA,94.08349421,65.50833333,48,159.5918275,1.960072796,0.697281854,1.364756944,0.043007991,3.324829741,0.740289845
DM de Silva ,SL,78.52254867,57.64615385,41,136.1687025,1.915184114,0.671110372,1.406003752,0.064691721,3.321187866,0.735802093
Taskin Ahmed ,BAN,-4.613043411,213.5425212,63,208.9294778,-0.073222911,-0.488192079,3.389563828,1.107462861,3.316340917,0.619270782
Ishan Kishan ,IND,106.0811524,0,32,106.0811524,3.315036014,1.487267083,0,-0.674454097,3.315036014,0.812812986
HV Patel ,IND,7.415909091,74.99278309,25,82.40869219,0.296636364,-0.272552747,2.999711324,0.902514725,3.296347687,0.629961978
Rahmanullah Gurbaz ,AFG,183.8704784,0,56,183.8704784,3.2834014,1.46882313,0,-0.674454097,3.2834014,0.794369033
PR Stirling ,IRE,257.4161665,14.24166667,83,271.6578332,3.101399597,1.362710481,0.171586345,-0.584249978,3.272985942,0.778460503
WD Parnell ,RSA,8.99564229,166.2532357,54,175.248878,0.166585968,-0.348376127,3.078763624,0.944073061,3.245349592,0.595696934
N Pooran ,WI,329.9013387,0,102,329.9013387,3.23432685,1.440211158,0,-0.674454097,3.23432685,0.765757061
OC McCoy ,WI,-8.435714286,137.3059524,40,128.8702381,-0.210892857,-0.568457892,3.43264881,1.130112931,3.221755952,0.561655039
Mustafizur Rahman ,BAN,-40.57619048,346.2575933,95,305.6814028,-0.427117794,-0.69452368,3.644816771,1.241651084,3.217698977,0.547127404
H Masakadza ,ZIM,186.3975753,-0.4,58,185.9975753,3.213751298,1.428214978,-0.006896552,-0.678079662,3.206854746,0.750135316
B Muzarabani ,ZIM,-40.20833333,206.9281056,52,166.7197723,-0.773237179,-0.896321927,3.979386646,1.417536763,3.206149466,0.521214836
Wahab Riaz ,PAK,14.6547619,100.6601967,36,115.3149586,0.40707672,-0.208162622,2.796116575,0.795483569,3.203193294,0.587320946
MM Ali ,ENG,152.8082863,125.2261905,87,278.0344768,1.756417084,0.57854431,1.4393815,0.082238632,3.195798584,0.660782942
RP Burl ,ZIM,93.65543592,85.20833333,56,178.8637692,1.672418498,0.529570551,1.521577381,0.125449571,3.193995879,0.655020122
EJG Morgan ,ENG,359.4607983,0,113,359.4607983,3.181069012,1.4091602,0,-0.674454097,3.181069012,0.734706103
RS Bopara ,ENG,70.22419695,44.01136364,36,114.2355606,1.950672137,0.691800981,1.222537879,-0.031757547,3.173210016,0.660043433
AD Russell ,WI,165.4716665,83.76937809,79,249.2410446,2.094578057,0.775702558,1.060371875,-0.117009328,3.154949932,0.65869323
AU Rashid ,ENG,-27.6105615,402.7047619,119,375.0942004,-0.232021525,-0.580776555,3.384073629,1.104576626,3.152052104,0.523800071
KR Mayers ,WI,127.3828587,-10.8,37,116.5828587,3.442779964,1.561745735,-0.291891892,-0.827903667,3.150888072,0.733842067
KA Pollard ,WI,232.861981,85.05833333,101,317.9203144,2.305564169,0.89871395,0.842161716,-0.231723906,3.147725885,0.666990044
